time_s,model,fit_status,boundary_residual_rmse,volume_full_m3,volume_relative_error,volume_proxy_m3,radial_distance_rmse_m,radial_distance_mean_m,chamfer_distance_m,normalized_chamfer_distance,hausdorff_distance_m,case_id,case_index,power_W,scan_speed_mm_s,particle_rate,powder_feed_g_min,mean_boundary_residual_rmse,mean_volume_relative_error,std_volume_relative_error,mean_radial_distance_rmse_m,mean_chamfer_distance_m,mean_normalized_chamfer_distance,mean_hausdorff_distance_m,successful_fits
0.9,ellipsoid,ok,0.28623887590094343,4.414427318403296e-09,1.1210870774590125,2.0812098500414344e-09,0.000434590317253188,0.00023836718958914095,0.0002289878056578945,0.09003924412468328,0.0011351137576425447,A1-750-8-60000,1.0,750.0,8.0,60000.0,12.0,,,,,,,,
0.9,superellipsoid,not_converged:The maximum number of function evaluations is exceeded.,0.26752219706987673,4.512228004558526e-09,1.1680793046740063,2.0812098500414344e-09,0.0004312530622400263,0.00023496015080126038,0.00023271214152894502,0.09150367313972359,0.00117334461921852,A1-750-8-60000,1.0,750.0,8.0,60000.0,12.0,,,,,,,,
1.0,ellipsoid,ok,0.2583759797747017,4.4090883846540245e-09,1.2027056619601348,2.001669338213115e-09,0.00032420535872995746,0.00018439323279897905,0.00020688189567528236,0.09403722530694654,0.0011159723778107456,A1-750-8-60000,1.0,750.0,8.0,60000.0,12.0,,,,,,,,
1.0,superellipsoid,not_converged:The maximum number of function evaluations is exceeded.,0.24154365049284973,4.514154847965784e-09,1.2551950823184204,2.001669338213115e-09,0.000321668751646291,0.0001868708533294024,0.00021452635523948118,0.09751197965430965,0.0011518032551149006,A1-750-8-60000,1.0,750.0,8.0,60000.0,12.0,,,,,,,,
0.05,ellipsoid,ok,0.30287578381820907,8.867575747883582e-10,0.40132363584866587,6.327999843172005e-10,0.0001102700186576639,6.826463423551463e-05,9.923936738843489e-05,0.06957672305037045,0.0003507282819661011,A2-550-8-60000,2.0,550.0,8.0,60000.0,12.0,,,,,,,,
0.05,superellipsoid,ok,0.19845541956879303,8.778141010148791e-10,0.38719045949732767,6.327999843172005e-10,0.00011445379408443179,7.272916186289197e-05,0.00014699178519621592,0.10305594441413693,0.00038576159225351016,A2-550-8-60000,2.0,550.0,8.0,60000.0,12.0,,,,,,,,
0.1,ellipsoid,ok,0.25230224685091246,1.6629203646927586e-09,0.4835944423710706,1.1208726031860099e-09,0.00012959776891219126,7.839245235565103e-05,0.00012420248510481454,0.06097323765577542,0.0004387296500249072,A2-550-8-60000,2.0,550.0,8.0,60000.0,12.0,,,,,,,,
0.1,superellipsoid,ok,0.17135258723074023,1.720413155956353e-09,0.5348873289133724,1.1208726031860099e-09,0.00013397428090975493,8.604855708539421e-05,0.0002165737040336988,0.10631993325169307,0.000918671243470446,A2-550-8-60000,2.0,550.0,8.0,60000.0,12.0,,,,,,,,
0.15,ellipsoid,ok,0.23033563732581414,1.8311795875256018e-09,0.4034922361552127,1.3047308281106095e-09,0.00011091221992518968,6.847216663333435e-05,0.00012804261784507716,0.06653465553538784,0.0005536248396669717,A2-550-8-60000,2.0,550.0,8.0,60000.0,12.0,,,,,,,,
0.15,superellipsoid,ok,0.1437923633262415,2.2050069839118064e-09,0.690009108702439,1.3047308281106095e-09,0.00011942356367207845,7.399777867191601e-05,0.00033074362156951243,0.17186397233989575,0.0016864622387222164,A2-550-8-60000,2.0,550.0,8.0,60000.0,12.0,,,,,,,,
0.2,ellipsoid,ok,0.20387708047922828,1.8198578349373997e-09,0.3443399679364349,1.3537184628460358e-09,9.168136037432589e-05,5.992516036337715e-05,0.00012534693301533418,0.06734665059226431,0.0006221543347433215,A2-550-8-60000,2.0,550.0,8.0,60000.0,12.0,,,,,,,,
0.2,superellipsoid,ok,0.12927674135134795,2.218099833019599e-09,0.6385237358411304,1.3537184628460358e-09,0.00010074269993956196,6.581030507469574e-05,0.0003600143409482051,0.19342922435187945,0.0018786037072948973,A2-550-8-60000,2.0,550.0,8.0,60000.0,12.0,,,,,,,,
0.3,ellipsoid,ok,0.32396742839331083,6.960894259313486e-09,4.570215867948597,1.249663284930652e-09,0.0004033818725782268,0.00022525280223880585,0.0011518925556350524,0.58839074201106,0.005393257967082623,A2-550-8-60000,2.0,550.0,8.0,60000.0,12.0,,,,,,,,
0.3,superellipsoid,not_converged:The maximum number of function evaluations is exceeded.,0.30731036057104527,6.940525009276226e-09,4.553916077210654,1.249663284930652e-09,0.0003971687460293576,0.00021694881340680714,0.0011472460731080123,0.5860173025019217,0.005377997116507947,A2-550-8-60000,2.0,550.0,8.0,60000.0,12.0,,,,,,,,
0.4,ellipsoid,ok,0.36308826583620507,2.1629939091219623e-09,0.7322605557077071,1.2486539060160503e-09,0.0001874430921157966,0.00012969769157733402,0.0001824583917805172,0.09673845065506452,0.0006842658413288161,A2-550-8-60000,2.0,550.0,8.0,60000.0,12.0,,,,,,,,
0.4,superellipsoid,ok,0.2577123680812381,2.770717749759671e-09,1.2189637468078813,1.2486539060160503e-09,0.00022430054045427278,0.00014686722706590537,0.0004940402001693423,0.26193743712917783,0.002384923929896483,A2-550-8-60000,2.0,550.0,8.0,60000.0,12.0,,,,,,,,
0.5,ellipsoid,ok,0.32636390853022484,1.787286572237269e-09,0.47600867925393564,1.2108916413287434e-09,0.00024685247830320725,0.00014404910940348677,0.0001234075099669183,0.06609228254440781,0.0005691356062106434,A2-550-8-60000,2.0,550.0,8.0,60000.0,12.0,,,,,,,,
0.5,superellipsoid,ok,0.32636390853022484,1.787286572237255e-09,0.4760086792539242,1.2108916413287434e-09,0.00024685247830320725,0.00014404910940348677,0.0001234075099669183,0.06609228254440781,0.0005691356062106434,A2-550-8-60000,2.0,550.0,8.0,60000.0,12.0,,,,,,,,
0.6,ellipsoid,ok,0.2602346354802449,1.661489552690468e-09,0.4172754610858794,1.1723123685620566e-09,0.00016989107551563457,0.00010486214609378349,0.00010932547316115101,0.060270948321931195,0.00048459409584414065,A2-550-8-60000,2.0,550.0,8.0,60000.0,12.0,,,,,,,,
0.6,superellipsoid,ok,0.18917989637385837,1.744527923802126e-09,0.4881084347356513,1.1723123685620566e-09,0.0001980275545437303,0.00013227775204836394,0.0001793189667385575,0.09885824286816114,0.0005878184323669285,A2-550-8-60000,2.0,550.0,8.0,60000.0,12.0,,,,,,,,
0.7,ellipsoid,ok,0.38130365078837347,1.8096603969131882e-09,0.5979494899860488,1.1324891107346502e-09,0.00021394505644795015,0.0001392355901917238,0.0001545884310262926,0.0884930053387673,0.0005747420759949982,A2-550-8-60000,2.0,550.0,8.0,60000.0,12.0,,,,,,,,
0.7,superellipsoid,ok,0.27642154443732464,1.8964593437670023e-09,0.6745938886218178,1.1324891107346502e-09,0.00020247602697162886,0.00013948967385772737,0.00023172411920152982,0.13264876020466532,0.0008249702959948545,A2-550-8-60000,2.0,550.0,8.0,60000.0,12.0,,,,,,,,
0.8,ellipsoid,ok,0.28479525920970195,7.071205405380914e-09,5.151607989396757,1.1494889494859271e-09,0.0002313164726861121,0.00014094766494863767,0.00048827045375935985,0.2528064894684477,0.001947763276099002,A2-550-8-60000,2.0,550.0,8.0,60000.0,12.0,,,,,,,,
0.8,superellipsoid,ok,0.18586248873813394,1.0094867122570524e-08,7.782047993662868,1.1494889494859271e-09,0.00022330043716640527,0.0001653272744676593,0.0006977565913133604,0.3612698515653725,0.0020532520637143513,A2-550-8-60000,2.0,550.0,8.0,60000.0,12.0,,,,,,,,
0.9,ellipsoid,ok,0.25727924373772915,5.470856954196474e-09,3.481039458822515,1.220890153829186e-09,0.0001928926770254915,0.00011810022547677188,0.0004294599944174895,0.2286672671409879,0.0018981878999441263,A2-550-8-60000,2.0,550.0,8.0,60000.0,12.0,,,,,,,,
0.9,superellipsoid,ok,0.1602893141960128,6.775087308298244e-09,4.549301292216123,1.220890153829186e-09,0.00017924108770202025,0.00013135795353005648,0.0005410473759215926,0.28808230441488336,0.0019274345474329902,A2-550-8-60000,2.0,550.0,8.0,60000.0,12.0,,,,,,,,
1.0,ellipsoid,ok,0.25643867288337235,8.316707305580786e-09,5.501186418931466,1.2792599334426898e-09,0.0002907527080034755,0.00016103976676468454,0.001145576599097256,0.5957546409575412,0.005289058436617861,A2-550-8-60000,2.0,550.0,8.0,60000.0,12.0,,,,,,,,
1.0,superellipsoid,not_converged:The maximum number of function evaluations is exceeded.,0.23727983676290182,2.796282497637973e-09,1.185859514971861,1.2792599334426898e-09,0.0002893502579992869,0.000159562319775982,0.00018254258063452354,0.09493087557050472,0.0009802387389575389,A2-550-8-60000,2.0,550.0,8.0,60000.0,12.0,,,,,,,,
0.05,ellipsoid,ok,0.21401128357159052,3.9581182086337685e-11,1.5090915806522733,1.577510458029914e-11,4.171989449354141e-05,3.076598511954989e-05,5.1957028534905034e-05,0.08281654279323375,0.0002577366464472035,A3-950-8-60000,3.0,950.0,8.0,60000.0,12.0,,,,,,,,
0.05,superellipsoid,ok,0.1419503087701447,5.801725678577632e-11,2.677773195762621,1.577510458029914e-11,4.989237341760596e-05,4.1690756254559744e-05,6.760281210324473e-05,0.10775503025024062,0.0002803381525627218,A3-950-8-60000,3.0,950.0,8.0,60000.0,12.0,,,,,,,,
0.1,ellipsoid,ok,0.31560232415527095,1.5418967309752647e-09,0.5990527901888372,9.642563025034197e-10,0.0001430657055008459,9.278054268175457e-05,0.00013519963610627802,0.0877691743094508,0.0004665511976690275,A3-950-8-60000,3.0,950.0,8.0,60000.0,12.0,,,,,,,,
0.1,superellipsoid,ok,0.19940398365859424,1.8720674595787082e-09,0.9414625081717513,9.642563025034197e-10,0.0001632456673532719,9.712870577920031e-05,0.00022952695589150058,0.14900477531258152,0.0006856961962839162,A3-950-8-60000,3.0,950.0,8.0,60000.0,12.0,,,,,,,,
0.15,ellipsoid,ok,0.23277345218261913,2.7260948734531205e-09,0.5656890896998502,1.7411470076576477e-09,0.0001110609966959212,8.123306717147166e-05,0.0001492543712111279,0.08602160777089696,0.0005135532240796129,A3-950-8-60000,3.0,950.0,8.0,60000.0,12.0,,,,,,,,
0.15,superellipsoid,ok,0.15357466939532557,3.2179491671586833e-09,0.8481777546674629,1.7411470076576477e-09,0.00015562978748582702,9.928435040139359e-05,0.0002922435418119012,0.16843231540442008,0.000987378278200462,A3-950-8-60000,3.0,950.0,8.0,60000.0,12.0,,,,,,,,
0.2,ellipsoid,ok,0.26892606232131444,3.131007955896514e-09,0.4035047533569083,2.2308495560187856e-09,0.00013888618568778626,0.00010444654566885134,0.00014957600230212562,0.07566840302020288,0.000486937545538807,A3-950-8-60000,3.0,950.0,8.0,60000.0,12.0,,,,,,,,
0.2,superellipsoid,ok,0.17286924744952428,3.547483687139528e-09,0.5901940485267108,2.2308495560187856e-09,0.00015713613668010633,0.00011627102994545417,0.0002620496100471744,0.13256722468277124,0.000726160849491536,A3-950-8-60000,3.0,950.0,8.0,60000.0,12.0,,,,,,,,
0.3,ellipsoid,ok,0.27262246650745026,4.511826425086402e-09,0.5906050167979571,2.8365473372950555e-09,0.00016981753524856731,0.00010992230291795153,0.00019837295878391326,0.0862491125147449,0.0006636052492628887,A3-950-8-60000,3.0,950.0,8.0,60000.0,12.0,,,,,,,,
0.3,superellipsoid,ok,0.16785080442625525,5.020976268876281e-09,0.7701013492213766,2.8365473372950555e-09,0.00020889825449754284,0.00012384326899345094,0.00037550107679877067,0.16326133773859594,0.001605019579785137,A3-950-8-60000,3.0,950.0,8.0,60000.0,12.0,,,,,,,,
0.4,ellipsoid,ok,0.2580823475765617,4.28316827807868e-09,0.4749206393134315,2.90399914674221e-09,0.00016832260037890704,0.0001125458971460073,0.0001827741150001198,0.07581785995773833,0.0006521344617865961,A3-950-8-60000,3.0,950.0,8.0,60000.0,12.0,,,,,,,,
0.4,superellipsoid,ok,0.15651617218756442,4.501127304154133e-09,0.5499754224114105,2.90399914674221e-09,0.0001899938174757663,0.00011746746079712288,0.0003068339928719333,0.1272800401841512,0.0012938742095538187,A3-950-8-60000,3.0,950.0,8.0,60000.0,12.0,,,,,,,,
0.5,ellipsoid,ok,0.25879218118922065,5.010015643851912e-09,0.7159931369983341,2.919601212750524e-09,0.00019086840346374824,0.00010668422961594138,0.00023662394831352036,0.10737575364773806,0.0010507170214496622,A3-950-8-60000,3.0,950.0,8.0,60000.0,12.0,,,,,,,,
0.5,superellipsoid,ok,0.1624845832356871,5.740143084626671e-09,0.9660709344681172,2.919601212750524e-09,0.000245513750754419,0.00012304514171291304,0.0005291918446826226,0.24013787933140748,0.00256750342804237,A3-950-8-60000,3.0,950.0,8.0,60000.0,12.0,,,,,,,,
0.6,ellipsoid,ok,0.2757959078012771,4.910548284390902e-09,0.6952436624698505,2.896662228034275e-09,0.00021041537254788966,0.00012463061824092694,0.0002250391947562817,0.09352861259144743,0.0009682322489187331,A3-950-8-60000,3.0,950.0,8.0,60000.0,12.0,,,,,,,,
0.6,superellipsoid,ok,0.17688461794128787,4.770739512865211e-09,0.6469781898259905,2.896662228034275e-09,0.0002330521578469631,0.00013583485813270106,0.00037033627011325894,0.1539155771220061,0.0017225654138715585,A3-950-8-60000,3.0,950.0,8.0,60000.0,12.0,,,,,,,,
0.7,ellipsoid,ok,0.2586821408896144,4.110655084158893e-09,0.4729340611163685,2.790793690413635e-09,0.00019651520580350485,0.00012026534558556135,0.000194107309394386,0.07949678887430316,0.0008149135725854233,A3-950-8-60000,3.0,950.0,8.0,60000.0,12.0,,,,,,,,
0.7,superellipsoid,ok,0.16733065212125045,4.570527199205647e-09,0.6377158995684234,2.790793690413635e-09,0.0002681516280505961,0.0001397507902109047,0.000419606337025816,0.17185007864431176,0.002100647386554707,A3-950-8-60000,3.0,950.0,8.0,60000.0,12.0,,,,,,,,
0.8,ellipsoid,ok,0.28859136301609256,5.581357253126859e-09,0.9510533684229844,2.860689176143967e-09,0.0002786116781108865,0.00012827358052690125,0.0002876276407961658,0.12156705020970658,0.001325101058602193,A3-950-8-60000,3.0,950.0,8.0,60000.0,12.0,,,,,,,,
0.8,superellipsoid,ok,0.19281847270494543,6.04956261033803e-09,1.1147220959155262,2.860689176143967e-09,0.00044686798310718197,0.0001817735519719666,0.0006776828470958706,0.2864255482231068,0.0032602943340042786,A3-950-8-60000,3.0,950.0,8.0,60000.0,12.0,,,,,,,,
0.9,ellipsoid,ok,0.28674163806676384,5.254793239455609e-09,0.8934579767846512,2.775236262902946e-09,0.0002971122929879061,0.00014303568075606473,0.00030340442696718606,0.12026972171371395,0.0014698053736991715,A3-950-8-60000,3.0,950.0,8.0,60000.0,12.0,,,,,,,,
0.9,superellipsoid,ok,0.17224787536790506,4.481619586653797e-09,0.6148605603639468,2.775236262902946e-09,0.0002526725484437221,0.00013341321493240464,0.000373062788740721,0.14788234381445323,0.0018137831875147798,A3-950-8-60000,3.0,950.0,8.0,60000.0,12.0,,,,,,,,
1.0,ellipsoid,ok,0.26682561180429665,4.499959012528436e-09,0.5950732883775656,2.8211612878964234e-09,0.00028458993204586515,0.00015063465840526005,0.00016739254474604505,0.07080603390129224,0.0008475078576613936,A3-950-8-60000,3.0,950.0,8.0,60000.0,12.0,,,,,,,,
1.0,superellipsoid,ok,0.22526605225412646,4.370564379147584e-09,0.5492075543140821,2.8211612878964234e-09,0.00028181529275805633,0.00016234429291572686,0.00019023247553172804,0.08046718646915442,0.0008185309890065168,A3-950-8-60000,3.0,950.0,8.0,60000.0,12.0,,,,,,,,
0.05,ellipsoid,ok,0.2169986686061361,1.1272955769027802e-09,0.5041870272133583,7.494384385106662e-10,7.529316331656176e-05,5.1336339785526245e-05,0.0001045047213154606,0.07876270608552761,0.0003416015316190533,A4-750-6-60000,4.0,750.0,6.0,60000.0,12.0,,,,,,,,
0.05,superellipsoid,ok,0.12983969010008156,1.23449326862275e-09,0.6472243818665304,7.494384385106662e-10,7.692724311921911e-05,5.4282139603395216e-05,0.00017953374169173215,0.1353102821700837,0.00047645302657172903,A4-750-6-60000,4.0,750.0,6.0,60000.0,12.0,,,,,,,,
0.1,ellipsoid,ok,0.25751159467678464,2.1264597950339646e-09,0.41764126781294414,1.49999851395025e-09,0.00011919521414223525,8.053292511986124e-05,0.00013023962239325275,0.07487746850483379,0.0005334325431461161,A4-750-6-60000,4.0,750.0,6.0,60000.0,12.0,,,,,,,,
0.1,superellipsoid,ok,0.16284839020751876,2.4279333780969726e-09,0.6186238556350324,1.49999851395025e-09,0.00012415217416041034,8.717590897015257e-05,0.00022797306169028132,0.13106645606758843,0.0007662590445460563,A4-750-6-60000,4.0,750.0,6.0,60000.0,12.0,,,,,,,,
0.15,ellipsoid,ok,0.23116283522642198,2.7225098229228224e-09,0.4228893640612181,1.9133671891061305e-09,0.00011846048047260124,7.663179716942405e-05,0.00014809626222303586,0.07785058734942595,0.0005590807905140708,A4-750-6-60000,4.0,750.0,6.0,60000.0,12.0,,,,,,,,
0.15,superellipsoid,ok,0.1414337044628434,3.163335902748862e-09,0.6532821931720699,1.9133671891061305e-09,0.00014830981007133527,8.411891355863282e-05,0.0002982534319399269,0.15678454342444356,0.0012851376234909193,A4-750-6-60000,4.0,750.0,6.0,60000.0,12.0,,,,,,,,
0.2,ellipsoid,ok,0.22877586709987452,3.241561907281169e-09,0.5363300368218507,2.1099385090373347e-09,0.00013405220365557925,7.705297658104188e-05,0.00017598718074049463,0.08568981957107887,0.0008589562512701032,A4-750-6-60000,4.0,750.0,6.0,60000.0,12.0,,,,,,,,
0.2,superellipsoid,ok,0.157173318471572,4.15180872300853e-09,0.967739204353782,2.1099385090373347e-09,0.00014107854916488825,8.418227888508418e-05,0.00046950310699610574,0.228605494771131,0.002347036124129346,A4-750-6-60000,4.0,750.0,6.0,60000.0,12.0,,,,,,,,
0.3,ellipsoid,ok,0.20607980023754519,3.0400517141799575e-09,0.5100553935811836,2.013205427497795e-09,0.00010906238782458583,7.14239699499233e-05,0.0001547778214753388,0.07417420087188203,0.0007559460119109147,A4-750-6-60000,4.0,750.0,6.0,60000.0,12.0,,,,,,,,
0.3,superellipsoid,ok,0.1270006176509819,3.853979073686669e-09,0.9143496341934488,2.013205427497795e-09,9.80828884187538e-05,6.934289398324309e-05,0.0004776931270727824,0.2289249559457044,0.002410599055940988,A4-750-6-60000,4.0,750.0,6.0,60000.0,12.0,,,,,,,,
0.4,ellipsoid,ok,0.3613437273602475,2.3180507612303294e-09,0.5809989150404365,1.4661937710254795e-09,0.0001971908495709057,0.00013897753983568135,0.00016058652296602056,0.07845735927595299,0.0005330260511116671,A4-750-6-60000,4.0,750.0,6.0,60000.0,12.0,,,,,,,,
0.4,superellipsoid,ok,0.26537656227337475,2.5532485802065684e-09,0.7414127864018856,1.4661937710254795e-09,0.00025369723821657027,0.000161376477248905,0.00027652308927501304,0.13510019995847816,0.001078961167534465,A4-750-6-60000,4.0,750.0,6.0,60000.0,12.0,,,,,,,,
0.5,ellipsoid,ok,0.29380718362636293,8.802197351203464e-09,4.892325304270922,1.4938410384137118e-09,0.00027750226764504247,0.00018510684564086645,0.0005542630888086891,0.2834380408124209,0.002322943011728621,A4-750-6-60000,4.0,750.0,6.0,60000.0,12.0,,,,,,,,
0.5,superellipsoid,ok,0.1904828909629117,1.1307778702566382e-08,6.569599717633912,1.4938410384137118e-09,0.0002791658007295645,0.00021540912034794527,0.0006787885507493343,0.34711764292985653,0.0025868246484702113,A4-750-6-60000,4.0,750.0,6.0,60000.0,12.0,,,,,,,,
0.6,ellipsoid,ok,0.3857388510155987,3.0516190181572588e-09,0.7520527870364374,1.7417391991476534e-09,0.0002880201664748568,0.00017935942042412789,0.0001967108186761832,0.1099864795505637,0.0007435624823818387,A4-750-6-60000,4.0,750.0,6.0,60000.0,12.0,,,,,,,,
0.6,superellipsoid,ok,0.27468918556318084,3.2892533806742425e-09,0.8884878874425567,1.7417391991476534e-09,0.00030865537164730827,0.0001976472929075651,0.00035866980537881197,0.20054224510976346,0.0015416833832913497,A4-750-6-60000,4.0,750.0,6.0,60000.0,12.0,,,,,,,,
0.7,ellipsoid,ok,0.3018532116075729,9.05235527561079e-09,3.8409360427349704,1.8699596928565298e-09,0.0003135257329739853,0.00017718477271308787,0.0005615186677275166,0.2755514121736758,0.0023791580823221657,A4-750-6-60000,4.0,750.0,6.0,60000.0,12.0,,,,,,,,
0.7,superellipsoid,ok,0.19388504588270078,1.1012736756229287e-08,4.889290982206335,1.8699596928565298e-09,0.00029274193391641865,0.00018666622160001565,0.000678908693668509,0.3331576669292909,0.0025006501111152664,A4-750-6-60000,4.0,750.0,6.0,60000.0,12.0,,,,,,,,
0.8,ellipsoid,ok,0.22985448418564558,3.973066381368152e-09,1.203328615780853,1.8032109930910644e-09,0.00024719411786594986,0.000143773380762012,0.00019604374675158022,0.09512530775466069,0.0010802750864978665,A4-750-6-60000,4.0,750.0,6.0,60000.0,12.0,,,,,,,,
