case_id,case_index,power_W,scan_speed_mm_s,particle_rate,powder_feed_g_min,time_s,superellipsoid_fit_status,superellipsoid_af_m,superellipsoid_ar_m,superellipsoid_b_m,superellipsoid_c_m,superellipsoid_xic_m,superellipsoid_zc_m,superellipsoid_n,superellipsoid_m,superellipsoid_p,superellipsoid_residual_rmse,superellipsoid_volume_full_m3,superellipsoid_volume_relative_error
A1-750-8-60000,1,750.0,8.0,60000.0,12.0,0.9,not_converged:The maximum number of function evaluations is exceeded.,0.002942215141074646,3.179995000000043e-05,0.0010243405258571034,0.0007538590323455175,-0.001887299999622659,0.00012200612087581515,1.7753174648771284,2.087829729857214,1.8007785652885457,0.26752219706987673,4.512228004558526e-09,1.1680793046740063
A1-750-8-60000,1,750.0,8.0,60000.0,12.0,1.0,not_converged:The maximum number of function evaluations is exceeded.,0.002861703911683877,2.7509949999999887e-05,0.0010780450870276686,0.0007584458072593121,-0.0017999999995327563,9.001549672082311e-05,1.7874723946920315,1.9100659544766405,1.8094151346733864,0.24154365049284973,4.514154847965784e-09,1.2551950823184204
A2-550-8-60000,2,550.0,8.0,60000.0,12.0,0.05,ok,0.0009510875413687677,0.0011394374587403236,0.000733101512210674,0.00041109815345996076,0.0001345935305810168,-8.152445182572192e-05,1.0000000000000002,3.750725126846889,1.0000000000000002,0.19845541956879303,8.778141010148791e-10,0.38719045949732767
A2-550-8-60000,2,550.0,8.0,60000.0,12.0,0.1,ok,0.0017408379271030335,0.0016501872548926523,0.0007956329097010953,0.0005269299692314687,-6.553202204025052e-05,-5.329356591643549e-05,1.0000000000000002,2.593518610137051,1.0000000000000002,0.17135258723074023,1.720413155956353e-09,0.5348873289133724
A2-550-8-60000,2,550.0,8.0,60000.0,12.0,0.15,ok,0.0010904394838339077,0.002680569586629135,0.000773775920228712,0.0005615935730935566,7.910184078087002e-05,5.7573264082345685e-05,1.0000000000000002,3.387805886788016,1.0000000000000002,0.1437923633262415,2.2050069839118064e-09,0.690009108702439
A2-550-8-60000,2,550.0,8.0,60000.0,12.0,0.2,ok,0.0008519555139952102,0.0029826737840216505,0.0007528140947018886,0.0005966271224593282,0.00014606741064301977,0.00017036953360179791,1.0000000000000002,3.012752284959646,1.0000000000000002,0.12927674135134795,2.218099833019599e-09,0.6385237358411304
A2-550-8-60000,2,550.0,8.0,60000.0,12.0,0.3,not_converged:The maximum number of function evaluations is exceeded.,0.002432763514977407,0.004869778799999999,0.0008470349507138763,0.0005489578364840819,-0.0017421249997436967,0.00031136538417710264,1.8245646274279066,2.2351120801304947,1.8333527349094505,0.30731036057104527,6.940525009276226e-09,4.553916077210654
A2-550-8-60000,2,550.0,8.0,60000.0,12.0,0.4,ok,0.0008489179017824665,0.003585678985521319,0.00079178085906695,0.0006060373712815652,9.224112807129474e-06,0.00034982220768435123,1.0000000000000087,3.099379321313204,1.0000000000000002,0.2577123680812381,2.770717749759671e-09,1.2189637468078813
A2-550-8-60000,2,550.0,8.0,60000.0,12.0,0.5,ok,0.0018687612079591454,1.3490280728352637e-08,0.0007916703889135652,0.0005768119274639448,-0.0010564937091734972,0.00019574213802956515,2.0,2.0,2.0,0.32636390853022484,1.787286572237255e-09,0.4760086792539242
A2-550-8-60000,2,550.0,8.0,60000.0,12.0,0.6,ok,0.0023876056509741905,3.1927991726587795e-05,0.0009668850644799785,0.0006813964711205606,-0.0009432403726227216,0.0002287177301316367,1.0000101579291236,2.100296230645339,1.0000119128747709,0.18917989637385837,1.744527923802126e-09,0.4881084347356513
A2-550-8-60000,2,550.0,8.0,60000.0,12.0,0.7,ok,0.0009705809081028209,0.0018125238599556045,0.0008824967267075624,0.000666968135632344,1.6532108089415016e-05,0.00045665781094350073,1.0000000000000437,2.3536554424452665,1.0000000000000073,0.27642154443732464,1.8964593437670023e-09,0.6745938886218178
A2-550-8-60000,2,550.0,8.0,60000.0,12.0,0.8,ok,0.002741499819758821,0.0011780270270915242,0.0016871744419121126,0.0015599981696719867,-0.000357311077088464,0.0012690569999999999,1.0000000000000002,1.7161187498198895,1.0000000000000002,0.18586248873813394,1.0094867122570524e-08,7.782047993662868
A2-550-8-60000,2,550.0,8.0,60000.0,12.0,0.9,ok,0.002196939795437183,0.0010759582297299834,0.001194141655087706,0.0015426406007794738,-0.00025748297829660417,0.0010800099999999997,1.0000000000000002,2.2133035162647468,1.0000000000000002,0.1602893141960128,6.775087308298244e-09,4.549301292216123
A2-550-8-60000,2,550.0,8.0,60000.0,12.0,1.0,not_converged:The maximum number of function evaluations is exceeded.,0.0023689169574246435,2.4046199999999858e-05,0.0009570588895777254,0.0006319567014399554,-0.001553624910577811,0.00021216168530251723,1.7525991403630876,2.050312893896068,1.7741168002267773,0.23727983676290182,2.796282497637973e-09,1.185859514971861
A3-950-8-60000,3,950.0,8.0,60000.0,12.0,0.05,ok,0.00016987727982030338,0.0005451334186237563,0.0005425329956950405,0.00015655731462821051,2.1005112959572966e-05,-4.9990324310837985e-05,1.00076365854973,1.6434859737569452,1.0020749960635646,0.1419503087701447,5.801725678577632e-11,2.677773195762621
A3-950-8-60000,3,950.0,8.0,60000.0,12.0,0.1,ok,0.001456317294042805,0.0011446534660936672,0.0010128853541273573,0.0005629070498361405,-0.00013271314824187322,-0.00022391412732484993,1.0000000000000002,2.8657186695246755,1.0000000000000002,0.19940398365859424,1.8720674595787082e-09,0.9414625081717513
A3-950-8-60000,3,950.0,8.0,60000.0,12.0,0.15,ok,0.001311573193644027,0.0018280820817398837,0.0012507144532702844,0.0007961459651716385,-6.16325493508922e-05,-0.0002797892374788552,1.0000000000000002,1.8735725320546666,1.0000000000000002,0.15357466939532557,3.2179491671586833e-09,0.8481777546674629
A3-950-8-60000,3,950.0,8.0,60000.0,12.0,0.2,ok,0.0018469519805110331,0.0012157295500322433,0.0012786153746646373,0.0008873845039880741,-0.0002215728133526565,-0.00020840910825284414,1.0000000000000002,1.846273510996761,1.0000000000000002,0.17286924744952428,3.547483687139528e-09,0.5901940485267108
A3-950-8-60000,3,950.0,8.0,60000.0,12.0,0.3,ok,0.0018313191957011474,0.0025939489312368797,0.0010707459384484816,0.000885405020780773,-6.627596148665243e-05,-0.0001911179399094554,1.0000000000000002,2.529564209698427,1.0000000000000002,0.16785080442625525,5.020976268876281e-09,0.7701013492213766
A3-950-8-60000,3,950.0,8.0,60000.0,12.0,0.4,ok,0.0016429606010553174,0.0023322437626117367,0.0009846598684871745,0.0009714063256801348,-5.177765629718101e-05,-8.40249642229556e-05,1.0000000000000002,2.4692115534889134,1.0000000000000002,0.15651617218756442,4.501127304154133e-09,0.5499754224114105
A3-950-8-60000,3,950.0,8.0,60000.0,12.0,0.5,ok,0.001276523538114783,0.0037237142962886615,0.0010531941309916194,0.0009043448178234283,-5.692166295680148e-05,-3.004414212232123e-05,1.0000000000000002,2.569998944601447,1.0000000000000002,0.1624845832356871,5.740143084626671e-09,0.9660709344681172
A3-950-8-60000,3,950.0,8.0,60000.0,12.0,0.6,ok,0.0015136489340975626,0.002823098002539339,0.0009906075410950122,0.0009212281240632298,-0.00013075711506491304,1.858728065633094e-05,1.0000000000000002,2.5708439218952788,1.0000000000000002,0.17688461794128787,4.770739512865211e-09,0.6469781898259905
A3-950-8-60000,3,950.0,8.0,60000.0,12.0,0.7,ok,0.0010139289467556158,0.0035674269681460306,0.0009978498757230634,0.000887552558911875,0.0001627941318283355,9.155409920968952e-05,1.000000000000001,2.224161318111247,1.0000000000000002,0.16733065212125045,4.570527199205647e-09,0.6377158995684234
A3-950-8-60000,3,950.0,8.0,60000.0,12.0,0.8,ok,0.0010982283909744413,0.004587962744182127,0.0009543618538566082,0.0008688805643767732,-4.8985337548771384e-05,6.415667336326119e-05,1.0000000000000002,2.983986238372426,1.0000000000000002,0.19281847270494543,6.04956261033803e-09,1.1147220959155262
A3-950-8-60000,3,950.0,8.0,60000.0,12.0,0.9,ok,0.0011200346594700814,0.0031898198440379563,0.0009629845465316853,0.0009441937846769824,3.738905826881786e-05,0.0001262701939327007,1.0000000000000002,2.2942747787130204,1.0000000000000002,0.17224787536790506,4.481619586653797e-09,0.6148605603639468
A3-950-8-60000,3,950.0,8.0,60000.0,12.0,1.0,ok,0.0027479990321288604,1.0045584706267874e-08,0.0010642709797154227,0.0008296278894504228,-0.0013947008457873395,-2.880211323819028e-05,1.867481125786335,2.371738581195962,1.23258921023757,0.22526605225412646,4.370564379147584e-09,0.5492075543140821
A4-750-6-60000,4,750.0,6.0,60000.0,12.0,0.05,ok,0.0010307814798305175,0.0010888539033620326,0.0008347594889990151,0.0005374890645652037,-5.767555163137838e-05,-0.00017411326019689145,1.0000000000000002,3.07463231650643,1.0000000000000002,0.12983969010008156,1.23449326862275e-09,0.6472243818665304
A4-750-6-60000,4,750.0,6.0,60000.0,12.0,0.1,ok,0.0013456519994709082,0.001483624000278043,0.001037595337303351,0.0006820630304742387,-6.737855748417573e-05,-0.00016078529111796476,1.0000000000000002,2.6054153011284944,1.0000000000000002,0.16284839020751876,2.4279333780969726e-09,0.6186238556350324
A4-750-6-60000,4,750.0,6.0,60000.0,12.0,0.15,ok,0.0013095034153152128,0.002221201082123267,0.001051376546932335,0.0007493596833050663,7.071426228088584e-05,-0.00010597160733604247,1.0000000000000002,2.2676498657165967,1.0000000000000002,0.1414337044628434,3.163335902748862e-09,0.6532821931720699
A4-750-6-60000,4,750.0,6.0,60000.0,12.0,0.2,ok,0.0014755808985672098,0.003440289095223732,0.0009599881646937498,0.0007169190573504134,0.00016392458154432178,-5.303136286203606e-05,1.0000000000000002,2.678221559697277,1.0000000000000002,0.157173318471572,4.15180872300853e-09,0.967739204353782
A4-750-6-60000,4,750.0,6.0,60000.0,12.0,0.3,ok,0.001001873666265171,0.0035136301131919643,0.000927577491959979,0.0007345201275793228,5.272202052127611e-05,0.0001639350453858814,1.000000000000806,2.8124987577720066,1.0000000000000002,0.1270006176509819,3.853979073686669e-09,0.9143496341934488
A4-750-6-60000,4,750.0,6.0,60000.0,12.0,0.4,ok,0.000908713275705355,0.0023551435871721105,0.0008831163297653599,0.0006798575503569262,0.00014540604781663132,0.0005172061595246035,1.00000000000001,3.1048388020102355,1.0000000000000002,0.26537656227337475,2.5532485802065684e-09,0.7414127864018856
A4-750-6-60000,4,750.0,6.0,60000.0,12.0,0.5,ok,0.0010011395323708187,0.0019293749745322888,0.001977674999993091,0.002026492074785437,0.0002533428251122913,0.0014871099999999998,1.0000000000000089,1.6702647753200848,1.0000000000006295,0.1904828909629117,1.1307778702566382e-08,6.569599717633912
A4-750-6-60000,4,750.0,6.0,60000.0,12.0,0.6,ok,0.0005291880239167954,0.0028530220357408658,0.0010288005164476985,0.0008224489784848039,0.00024298789806626186,0.0004391464738827286,1.0000000037406842,2.318190897348427,1.0000000000000004,0.27468918556318084,3.2892533806742425e-09,0.8884878874425567
A4-750-6-60000,4,750.0,6.0,60000.0,12.0,0.7,ok,0.0023893166621214907,0.0011426841098540303,0.001263000905487474,0.0020287794068385404,-0.00022326975636048824,0.0013346699999999998,1.0000000000000002,2.626462345376453,1.0000000000000002,0.19388504588270078,1.1012736756229287e-08,4.889290982206335
A4-750-6-60000,4,750.0,6.0,60000.0,12.0,0.8,not_converged:The maximum number of function evaluations is exceeded.,0.0027150562528724144,2.564239400000036e-05,0.0010590145776448526,0.0007691286027893253,-0.001590824769654654,0.00014409487004482332,1.6375513240660742,1.9550316037104538,1.6474432815217757,0.19865517912791297,4.0064652066556075e-09,1.221850477845482
A4-750-6-60000,4,750.0,6.0,60000.0,12.0,0.9,ok,0.0015683204343092758,0.0008613300616402408,0.0009227577270986202,0.0007392995872853599,-0.0005810063791370533,0.00042018330795270714,1.0000000000000002,2.79826663767151,1.0000000000000002,0.20226925065505755,2.071996099943323e-09,0.32890813724959944
A4-750-6-60000,4,750.0,6.0,60000.0,12.0,1.0,ok,0.0016834081046586701,0.0015035060957060524,0.0019453148953433466,0.0020348526122250152,-5.316588588085662e-05,0.0013848449999999998,1.0000000000000002,1.7738953954409737,1.0000000000000002,0.12632737507952346,1.258689728527668e-08,6.4205758986612755
A5-750-10-60000,5,750.0,10.0,60000.0,12.0,0.05,ok,0.001101988453386514,0.0011794761503483853,0.0009455176666374483,0.0004959039919221114,-5.814754218915284e-05,-0.00016423722456498718,1.0000000000000002,2.1570388103079954,1.0000000000000002,0.19458077794330628,1.1867222430590767e-09,0.6563651653968396
A5-750-10-60000,5,750.0,10.0,60000.0,12.0,0.1,ok,0.001113093750088219,0.0016228130411970985,0.000936793897968923,0.0006916507497679185,-6.250883090621316e-05,-0.00014815830401878195,1.0000000000000029,2.703885275600742,1.0000000000000002,0.14322716963747906,2.1842595191443433e-09,0.48400428184039246
A5-750-10-60000,5,750.0,10.0,60000.0,12.0,0.15,ok,0.0013431832374716161,0.0018260431493881551,0.000987120218506274,0.0007796882741859204,-8.761245212786583e-05,-0.00011371241552682576,1.0000000000000002,2.4827226092613,1.0000000000000002,0.14773523302815145,2.8946693057302036e-09,0.515280240544606
A5-750-10-60000,5,750.0,10.0,60000.0,12.0,0.2,ok,0.0010380728500341994,0.0030048012620767324,0.0009816242578505937,0.0007591659659005336,7.129444131504217e-05,-8.444500028818932e-05,1.0000000000000002,2.649675713549757,1.0000000000000002,0.17378506618500977,3.6801672576436204e-09,0.7443160600023987
A5-750-10-60000,5,750.0,10.0,60000.0,12.0,0.3,ok,0.0013746265318059824,0.002768876647787925,0.0009408546042172553,0.0007782749565654796,-7.461292511501686e-05,-6.792545502346978e-06,1.0000000000000002,2.2999043649498976,1.0000000000000002,0.15532723278971336,3.473987457949105e-09,0.6029390407742249
A5-750-10-60000,5,750.0,10.0,60000.0,12.0,0.4,ok,0.0023501113906292093,3.694603633660901e-08,0.0010304986982529467,0.0007257821886024054,-0.0013499819610625404,-7.187847106255706e-05,2.0,2.0,2.0,0.2953927284740683,3.6813545148630415e-09,0.6513031821201498
A5-750-10-60000,5,750.0,10.0,60000.0,12.0,0.5,ok,0.001163146266766789,0.0029231142438868748,0.0010097446654564683,0.0007850968987763271,-0.0001462771151250073,2.7796269908577184e-05,1.0000000000000002,2.5454162822215296,1.0000000000000002,0.1861674429521065,3.8877167085393185e-09,0.7445910594786452
A5-750-10-60000,5,750.0,10.0,60000.0,12.0,0.6,not_converged:The maximum number of function evaluations is exceeded.,0.003071717811689643,0.0057995032622500005,0.0012434973043500507,0.0007700685866750639,-0.0019392499992713927,-6.920891822824949e-05,1.720216387706108,1.9351087169702426,1.7492561566337164,0.2377538937033581,1.5865971710214487e-08,6.115846950078913
A5-750-10-60000,5,750.0,10.0,60000.0,12.0,0.7,ok,0.0010807671111512176,0.003820441751838245,0.0009831541464811915,0.0007835962084806541,3.973661631265763e-05,-1.849873800500424e-06,1.0000000000000002,2.074838193713716,1.0000000000000002,0.1986079668206873,4.1062312636539525e-09,0.846064816324776
A5-750-10-60000,5,750.0,10.0,60000.0,12.0,0.8,not_converged:The maximum number of function evaluations is exceeded.,0.0031025168727953838,0.005720896287249999,0.001399574082545812,0.0007406401594045953,-0.0019638499996729735,-6.827984488022449e-05,1.807406328807023,1.9981354044572868,1.8237829628951314,0.27753027743692416,1.7893415044068176e-08,6.940611118011602
A5-750-10-60000,5,750.0,10.0,60000.0,12.0,0.9,ok,0.001215494942576217,0.0027276744908687443,0.0008945119099607131,0.0007698106220534998,-0.00013664158211805058,6.976678894227113e-05,1.0000000000000002,2.5137761625953234,1.0000000000000002,0.1722467245328437,3.2405116148108654e-09,0.5700071585140083
A5-750-10-60000,5,750.0,10.0,60000.0,12.0,1.0,not_converged:The maximum number of function evaluations is exceeded.,2.851606070249868e-07,0.0020889608170047876,0.0009199560144639897,0.0005778979316765907,1.949999999999261e-06,0.00048412932446999463,1.0006164782264046,1.9719918390329618,1.0005113663662843,0.20348802772539187,1.1767591101179826e-09,1.7420108068996407
A6-750-8-40000,6,750.0,8.0,40000.0,8.0,0.05,ok,0.0010684902383927962,0.0009101807832380993,0.0007981815826244939,0.000442745240607874,-6.107519723441751e-05,-0.0001540393593674961,1.0000000000000002,4.039191250767022,1.0000000000000002,0.19619787118430146,9.974903531774172e-10,0.7343142234526422
A6-750-8-40000,6,750.0,8.0,40000.0,8.0,0.1,ok,0.0013243236742299814,0.001635668831691635,0.0008869622364726234,0.0005648288794416878,-8.121685509475805e-05,-0.00016015445651519023,1.0000000000000002,2.821432969242416,1.0000000000000002,0.14306207885941946,1.8600746158895781e-09,0.7696916981998699
A6-750-8-40000,6,750.0,8.0,40000.0,8.0,0.15,ok,0.0015101592148252907,0.0016691545523266427,0.0009995323801824526,0.0006353088896869769,-0.00014641419319763986,-0.00016680114277645397,1.0000000000000002,2.275250046409709,1.0000000000000002,0.1589550599447962,2.29962419945864e-09,0.8296855726771534
A6-750-8-40000,6,750.0,8.0,40000.0,8.0,0.2,ok,0.0011651794309722838,0.0026343566497597504,0.0009788905895197104,0.000672539438841874,-3.9509911039410765e-05,-0.00013048474023861638,1.0000000000000002,2.4355226817447986,1.0000000000000002,0.14952447596983184,2.942514256548293e-09,0.9869245612949633
A6-750-8-40000,6,750.0,8.0,40000.0,8.0,0.3,ok,0.0009818649821793767,0.002404867819933313,0.0009327902029662242,0.0007080467426609573,5.553153552996176e-05,-6.935958791305531e-05,1.0000000000000002,2.659356759474626,1.0000000000000002,0.16726999332573897,2.7365703620002234e-09,0.7179891017804506
A6-750-8-40000,6,750.0,8.0,40000.0,8.0,0.4,ok,0.0010634250145708556,0.002673852134506671,0.000888278028041773,0.0006836655744422534,5.461887364098042e-05,-3.0012550106313193e-05,1.0000000000000002,2.807635121919837,1.0000000000000002,0.1682104600804193,2.8410988666047654e-09,0.7832075484960733
A6-750-8-40000,6,750.0,8.0,40000.0,8.0,0.5,ok,0.0018898087897679635,0.00018978480710929446,0.0009689367394412389,0.0006158747114952271,-0.0009722748583052075,-5.172737084700083e-05,3.770867302198351,2.4755297574653414,1.0000000000000002,0.18126246669005247,2.638768296125655e-09,0.5790088938001112
A6-750-8-40000,6,750.0,8.0,40000.0,8.0,0.6,ok,0.0010514001973036123,0.0020027742368605816,0.0009018550423257498,0.0007194886350053912,2.8574189544512123e-05,-1.6038322563163534e-06,1.0000000000000002,2.5465327955474604,1.0000000000000002,0.19205942170041115,2.378883743695547e-09,0.49439904623128456
A6-750-8-40000,6,750.0,8.0,40000.0,8.0,0.7,ok,0.0009601949373940601,0.0024457934732521314,0.000876142992008612,0.000725674948126821,3.9041703515166046e-05,1.92451766416216e-05,1.0000000000000002,2.7683692518824023,1.0000000000000002,0.18154278123036394,2.6949688507759755e-09,0.6466143875048717
A6-750-8-40000,6,750.0,8.0,40000.0,8.0,0.8,not_converged:The maximum number of function evaluations is exceeded.,0.0027183841336541974,2.7976199999999937e-05,0.001087057058460431,0.0007326252140811999,-0.0017093249993175095,-4.936137902333256e-05,1.7186033423581295,1.991816835664269,1.7224792384316736,0.22929711181212617,4.103339440861459e-09,1.3489001413812463
A6-750-8-40000,6,750.0,8.0,40000.0,8.0,0.9,ok,0.0019442247325787854,0.00018807015256899314,0.0009450147812742221,0.0005923055265255819,-0.0009792202262920004,-9.063414673500894e-06,3.5486558865033304,2.2294523229146277,1.0000000000000002,0.21420083033131165,2.405358692394242e-09,0.4728285480560722
A6-750-8-40000,6,750.0,8.0,40000.0,8.0,1.0,ok,0.002209871029393911,1.2162094269106057e-08,0.0010811036863411826,0.000669384329835077,-0.0010734994122893764,-7.604678512410094e-05,1.5365409363119427,2.093719732276449,1.245244001653354,0.24779161602094307,2.5301871392945775e-09,0.5507751066909241
A7-750-8-70000,7,750.0,8.0,70000.0,14.0,0.05,ok,0.0013482729937960155,0.0013941436877912925,0.0008995006565290746,0.0005042011986095653,-3.6743614514379084e-05,-0.00018943205282764947,1.0000000000000002,3.3185914356719604,1.0000000000000002,0.2067112211301803,1.661234947669657e-09,0.9362665614629562
A7-750-8-70000,7,750.0,8.0,70000.0,14.0,0.1,ok,0.0012284111686952002,0.0019890115525579475,0.0010700728438947276,0.0007384798574339031,-3.8909790229339135e-05,-0.00015988497556103826,1.0000000000000002,2.229846253676121,1.0000000000000002,0.14946926553321552,2.867608895101533e-09,0.723597703505439
A7-750-8-70000,7,750.0,8.0,70000.0,14.0,0.15,ok,0.0011660588030959875,0.0024666024632741387,0.001084342411305278,0.0007760796713248185,0.00013711447300368825,-9.076503283015823e-05,1.0000000000000002,2.3130012745315165,1.0000000000000002,0.15389716197317285,3.509844397466818e-09,0.6213679845426663
A7-750-8-70000,7,750.0,8.0,70000.0,14.0,0.2,ok,0.0015106759818358964,0.002654554366133456,0.0010271978228168794,0.0007908596414121891,1.98608594562946e-05,-5.139861099870855e-05,1.0000000000000002,2.431098417691458,1.0000000000000002,0.19119956078123332,3.977077263082583e-09,0.6836692997901536
A7-750-8-70000,7,750.0,8.0,70000.0,14.0,0.3,ok,0.0025285845390725582,0.0001315234924992416,0.0009790170118116703,0.0006814929299747001,-0.0012979366502924763,0.00012917516580405395,2.2272403286619746,2.6438310537246186,1.0000000000000002,0.22702174999331343,3.2569763554617046e-09,0.4495430464087271
A7-750-8-70000,7,750.0,8.0,70000.0,14.0,0.4,not_converged:The maximum number of function evaluations is exceeded.,0.002778320578031821,0.005448868799999999,0.001175915076405231,0.0008204136959989592,-0.001932124999749746,0.00017568510720707476,1.7234820697253317,2.1119150017201513,1.7653432482629268,0.25777733538333997,1.5371337123133154e-08,6.487739772243917
A7-750-8-70000,7,750.0,8.0,70000.0,14.0,0.5,ok,0.001093035258194895,0.0024044312637982435,0.0009300893820013903,0.0007906153632693594,-0.0001720812691475343,0.0003536596175511175,1.0000000000000002,2.9045204352077074,1.0000000000000002,0.24012392555349835,3.264365090289789e-09,0.6673328055293097
A7-750-8-70000,7,750.0,8.0,70000.0,14.0,0.6,not_converged:The maximum number of function evaluations is exceeded.,0.0028396653416252445,2.7392449999999284e-05,0.0010259671154432563,0.0008228730638675678,-0.0018571499993556733,0.00011382525041990609,1.7625674529010524,1.9778975456818855,1.791777016938117,0.24932918529163134,4.643135932721306e-09,1.199121624749139
A7-750-8-70000,7,750.0,8.0,70000.0,14.0,0.7,not_converged:The maximum number of function evaluations is exceeded.,0.0029271255799805823,0.005795875049999999,0.0010560236224200943,0.0007827917041079009,-0.0018589999995797268,0.00010424293277542668,1.7974031469932452,1.975400575906485,1.8287578510429894,0.23744643240575938,1.403450415335514e-08,5.5336133256803475
A7-750-8-70000,7,750.0,8.0,70000.0,14.0,0.8,not_converged:The maximum number of function evaluations is exceeded.,0.0029146215607828417,0.005530100243499998,0.0010567431977590352,0.0007759621041876311,-0.0018288749994112361,0.00012551308298414796,1.7752610672963667,2.0104045661843677,1.794350232475146,0.24374988806968392,1.3405560269736444e-08,5.1794400051928
A7-750-8-70000,7,750.0,8.0,70000.0,14.0,0.9,ok,0.003539635581538901,0.0011439476610045705,0.0013125383054802175,0.0018467070674400303,-0.0003210263298634661,0.0012908099999999999,1.0000000000000024,2.5502821841031484,1.0000000000000002,0.1400997030342303,1.3636151572034154e-08,5.467629697806178
A7-750-8-70000,7,750.0,8.0,70000.0,14.0,1.0,ok,0.0014889017913124578,0.001883245720802953,0.0009424874963861743,0.0009941144596423927,-1.853156525256102e-05,0.0004255409257153884,1.0000000000000002,2.417282462614401,1.0000000000000002,0.16711399714141426,3.7037698449086544e-09,0.7618599056995431
A8-550-6-60000,8,550.0,6.0,60000.0,12.0,0.05,ok,0.0007585465523366429,0.0009977262785018915,0.000754188567669518,0.0005052389557669626,-3.507883353740275e-05,-6.750039181616599e-05,1.0000000000000002,3.1340185650121275,1.0000000000000446,0.21560182101622616,8.750690377615369e-10,0.41145201092637157
A8-550-6-60000,8,550.0,6.0,60000.0,12.0,0.1,ok,0.0010369487291144828,0.0016831733260032524,0.0008114242721514194,0.0005749448978845917,-4.018066206383471e-05,-4.136587768829589e-05,1.0000000000000342,4.422709410943086,1.0000000000000002,0.13071675445223704,1.859725667185856e-09,0.6790722879669537
