case_id,case_index,power_W,scan_speed_mm_s,scan_speed_m_s,particle_rate,powder_feed_g_min,context,state,label,model,train_points,validation_points,validation_rmse,validation_relative_rmse,status
A11-550-8-70000,11,550.0,8.0,0.008,70000.0,14.0,internal_condition_time_split,height_span_m,H,last_train_persistence,9,3,6.623055211406086e-05,0.0552057748560568,ok
A11-550-8-70000,11,550.0,8.0,0.008,70000.0,14.0,internal_condition_time_split,height_span_m,H,independent_ar1,9,3,3.839614353120192e-05,0.03200469854869836,ok
A11-550-8-70000,11,550.0,8.0,0.008,70000.0,14.0,internal_condition_time_split,Tmax_K,Tmax,last_train_persistence,9,3,138.3140508649307,0.05464582626720821,ok
A11-550-8-70000,11,550.0,8.0,0.008,70000.0,14.0,internal_condition_time_split,Tmax_K,Tmax,independent_ar1,9,3,138.63210564601334,0.05477148498518958,ok
A11-550-8-70000,11,550.0,8.0,0.008,70000.0,14.0,internal_condition_time_split,Gmean_K_per_m,Gmean,last_train_persistence,9,3,98403.64588428377,0.10597843872360507,ok
A11-550-8-70000,11,550.0,8.0,0.008,70000.0,14.0,internal_condition_time_split,Gmean_K_per_m,Gmean,independent_ar1,9,3,87642.95423783666,0.09438942400744667,ok
A11-550-8-70000,11,550.0,8.0,0.008,70000.0,14.0,internal_condition_time_split,Umax_m_per_s,Umax,last_train_persistence,9,3,0.5653667044490011,0.5073383307299596,ok
A11-550-8-70000,11,550.0,8.0,0.008,70000.0,14.0,internal_condition_time_split,Umax_m_per_s,Umax,independent_ar1,9,3,0.6903872556981482,0.619526963839328,ok
A12-950-6-60000,12,950.0,6.0,0.006,60000.0,12.0,internal_condition_time_split,front_length_m,L_f,last_train_persistence,9,3,0.00018580496943479833,0.1986156808495975,ok
A12-950-6-60000,12,950.0,6.0,0.006,60000.0,12.0,internal_condition_time_split,front_length_m,L_f,independent_ar1,9,3,3.381232373699875e-05,0.0361435849673958,ok
A12-950-6-60000,12,950.0,6.0,0.006,60000.0,12.0,internal_condition_time_split,rear_length_m,L_r,last_train_persistence,9,3,9.326301517750712e-05,0.0730786829474276,ok
A12-950-6-60000,12,950.0,6.0,0.006,60000.0,12.0,internal_condition_time_split,rear_length_m,L_r,independent_ar1,9,3,0.00015014243106219955,0.11764804189170938,ok
A12-950-6-60000,12,950.0,6.0,0.006,60000.0,12.0,internal_condition_time_split,full_width_m,W,last_train_persistence,9,3,1.4998439918871474e-05,0.008582012473176404,ok
A12-950-6-60000,12,950.0,6.0,0.006,60000.0,12.0,internal_condition_time_split,full_width_m,W,independent_ar1,9,3,9.442823613587055e-06,0.005403123956368548,ok
A12-950-6-60000,12,950.0,6.0,0.006,60000.0,12.0,internal_condition_time_split,height_span_m,H,last_train_persistence,9,3,0.000292774731036224,0.16636282748569903,ok
A12-950-6-60000,12,950.0,6.0,0.006,60000.0,12.0,internal_condition_time_split,height_span_m,H,independent_ar1,9,3,0.00018364868837512647,0.1043543442222339,ok
A12-950-6-60000,12,950.0,6.0,0.006,60000.0,12.0,internal_condition_time_split,Tmax_K,Tmax,last_train_persistence,9,3,328.7908048187073,0.10617686029517237,ok
A12-950-6-60000,12,950.0,6.0,0.006,60000.0,12.0,internal_condition_time_split,Tmax_K,Tmax,independent_ar1,9,3,275.08893008082777,0.08883484109005299,ok
A12-950-6-60000,12,950.0,6.0,0.006,60000.0,12.0,internal_condition_time_split,Gmean_K_per_m,Gmean,last_train_persistence,9,3,191116.2530742095,0.16222591467936187,ok
A12-950-6-60000,12,950.0,6.0,0.006,60000.0,12.0,internal_condition_time_split,Gmean_K_per_m,Gmean,independent_ar1,9,3,123525.79243890471,0.10485285444097338,ok
A12-950-6-60000,12,950.0,6.0,0.006,60000.0,12.0,internal_condition_time_split,Umax_m_per_s,Umax,last_train_persistence,9,3,0.10073903621716916,0.19426823335845478,ok
A12-950-6-60000,12,950.0,6.0,0.006,60000.0,12.0,internal_condition_time_split,Umax_m_per_s,Umax,independent_ar1,9,3,0.12239308069592163,0.23602655390545726,ok
A13-950-10-60000,13,950.0,10.0,0.01,60000.0,12.0,internal_condition_time_split,front_length_m,L_f,last_train_persistence,9,3,0.0006993933680936172,1.0193752632176323,ok
A13-950-10-60000,13,950.0,10.0,0.01,60000.0,12.0,internal_condition_time_split,front_length_m,L_f,independent_ar1,9,3,0.0007177995574046298,1.046202532290672,ok
A13-950-10-60000,13,950.0,10.0,0.01,60000.0,12.0,internal_condition_time_split,rear_length_m,L_r,last_train_persistence,9,3,4.0926356625854296e-05,0.026580158875468232,ok
A13-950-10-60000,13,950.0,10.0,0.01,60000.0,12.0,internal_condition_time_split,rear_length_m,L_r,independent_ar1,9,3,6.319508728575825e-05,0.041042877956632036,ok
A13-950-10-60000,13,950.0,10.0,0.01,60000.0,12.0,internal_condition_time_split,full_width_m,W,last_train_persistence,9,3,0.00018908874530230505,0.12069494380998196,ok
A13-950-10-60000,13,950.0,10.0,0.01,60000.0,12.0,internal_condition_time_split,full_width_m,W,independent_ar1,9,3,0.0001910889276295253,0.12197165593373956,ok
A13-950-10-60000,13,950.0,10.0,0.01,60000.0,12.0,internal_condition_time_split,height_span_m,H,last_train_persistence,9,3,0.00038991713619691034,0.27453282152764946,ok
A13-950-10-60000,13,950.0,10.0,0.01,60000.0,12.0,internal_condition_time_split,height_span_m,H,independent_ar1,9,3,0.00038678674638349084,0.2723287769546367,ok
A13-950-10-60000,13,950.0,10.0,0.01,60000.0,12.0,internal_condition_time_split,Tmax_K,Tmax,last_train_persistence,9,3,785.9377265407229,0.2719319516091353,ok
A13-950-10-60000,13,950.0,10.0,0.01,60000.0,12.0,internal_condition_time_split,Tmax_K,Tmax,independent_ar1,9,3,783.9059734120353,0.27122897149402647,ok
A13-950-10-60000,13,950.0,10.0,0.01,60000.0,12.0,internal_condition_time_split,Gmean_K_per_m,Gmean,last_train_persistence,9,3,390883.7575724378,0.3415567851968272,ok
A13-950-10-60000,13,950.0,10.0,0.01,60000.0,12.0,internal_condition_time_split,Gmean_K_per_m,Gmean,independent_ar1,9,3,460775.2644986307,0.4026284412987013,ok
A13-950-10-60000,13,950.0,10.0,0.01,60000.0,12.0,internal_condition_time_split,Umax_m_per_s,Umax,last_train_persistence,9,3,0.28155174570681357,0.5911373486353518,ok
A13-950-10-60000,13,950.0,10.0,0.01,60000.0,12.0,internal_condition_time_split,Umax_m_per_s,Umax,independent_ar1,9,3,0.25175218409889827,0.5285711095407364,ok
A14-950-8-40000,14,950.0,8.0,0.008,40000.0,8.0,internal_condition_time_split,front_length_m,L_f,last_train_persistence,9,3,0.00021311403050949104,0.2269987898201575,ok
A14-950-8-40000,14,950.0,8.0,0.008,40000.0,8.0,internal_condition_time_split,front_length_m,L_f,independent_ar1,9,3,2.012549318426222e-05,0.021436704971697747,ok
A14-950-8-40000,14,950.0,8.0,0.008,40000.0,8.0,internal_condition_time_split,rear_length_m,L_r,last_train_persistence,9,3,6.122880585693875e-05,0.05108928563464877,ok
A14-950-8-40000,14,950.0,8.0,0.008,40000.0,8.0,internal_condition_time_split,rear_length_m,L_r,independent_ar1,9,3,7.641510646316781e-05,0.06376072742657378,ok
A14-950-8-40000,14,950.0,8.0,0.008,40000.0,8.0,internal_condition_time_split,full_width_m,W,last_train_persistence,9,3,3.5929373313024334e-05,0.0234066562010747,ok
A14-950-8-40000,14,950.0,8.0,0.008,40000.0,8.0,internal_condition_time_split,full_width_m,W,independent_ar1,9,3,7.715619295983027e-06,0.005026440251714235,ok
A14-950-8-40000,14,950.0,8.0,0.008,40000.0,8.0,internal_condition_time_split,height_span_m,H,last_train_persistence,9,3,9.745743190405402e-05,0.06316455357444187,ok
A14-950-8-40000,14,950.0,8.0,0.008,40000.0,8.0,internal_condition_time_split,height_span_m,H,independent_ar1,9,3,1.80425774760568e-05,0.011693837292258886,ok
A14-950-8-40000,14,950.0,8.0,0.008,40000.0,8.0,internal_condition_time_split,Tmax_K,Tmax,last_train_persistence,9,3,693.8042855637794,0.18805341940797404,ok
A14-950-8-40000,14,950.0,8.0,0.008,40000.0,8.0,internal_condition_time_split,Tmax_K,Tmax,independent_ar1,9,3,720.5110486930789,0.1952922016298257,ok
A14-950-8-40000,14,950.0,8.0,0.008,40000.0,8.0,internal_condition_time_split,Gmean_K_per_m,Gmean,last_train_persistence,9,3,80712.59984753151,0.05471983607915101,ok
A14-950-8-40000,14,950.0,8.0,0.008,40000.0,8.0,internal_condition_time_split,Gmean_K_per_m,Gmean,independent_ar1,9,3,99184.70511298704,0.06724316668765529,ok
A14-950-8-40000,14,950.0,8.0,0.008,40000.0,8.0,internal_condition_time_split,Umax_m_per_s,Umax,last_train_persistence,9,3,0.18169873262137484,0.2886127308716,ok
A14-950-8-40000,14,950.0,8.0,0.008,40000.0,8.0,internal_condition_time_split,Umax_m_per_s,Umax,independent_ar1,9,3,0.07828870988403927,0.12435484843546417,ok
A15-950-8-70000,15,950.0,8.0,0.008,70000.0,14.0,internal_condition_time_split,front_length_m,L_f,last_train_persistence,9,3,0.000313394224579841,0.3200948773456092,ok
A15-950-8-70000,15,950.0,8.0,0.008,70000.0,14.0,internal_condition_time_split,front_length_m,L_f,independent_ar1,9,3,0.0001393617551012379,0.14234143582449743,ok
A15-950-8-70000,15,950.0,8.0,0.008,70000.0,14.0,internal_condition_time_split,rear_length_m,L_r,last_train_persistence,9,3,8.242722042302925e-05,0.051782397551846486,ok
A15-950-8-70000,15,950.0,8.0,0.008,70000.0,14.0,internal_condition_time_split,rear_length_m,L_r,independent_ar1,9,3,0.0001322918886757746,0.08310836077131209,ok
A15-950-8-70000,15,950.0,8.0,0.008,70000.0,14.0,internal_condition_time_split,full_width_m,W,last_train_persistence,9,3,7.708597451331e-05,0.04492102397776462,ok
A15-950-8-70000,15,950.0,8.0,0.008,70000.0,14.0,internal_condition_time_split,full_width_m,W,independent_ar1,9,3,3.814150453813723e-05,0.022226552245374353,ok
A15-950-8-70000,15,950.0,8.0,0.008,70000.0,14.0,internal_condition_time_split,height_span_m,H,last_train_persistence,9,3,6.363386807877303e-05,0.035966713498297595,ok
A15-950-8-70000,15,950.0,8.0,0.008,70000.0,14.0,internal_condition_time_split,height_span_m,H,independent_ar1,9,3,7.102785248962338e-05,0.040145892400116456,ok
A15-950-8-70000,15,950.0,8.0,0.008,70000.0,14.0,internal_condition_time_split,Tmax_K,Tmax,last_train_persistence,9,3,452.550030383382,0.1349941922771123,ok
A15-950-8-70000,15,950.0,8.0,0.008,70000.0,14.0,internal_condition_time_split,Tmax_K,Tmax,independent_ar1,9,3,64.98276848175408,0.019384147064786292,ok
A15-950-8-70000,15,950.0,8.0,0.008,70000.0,14.0,internal_condition_time_split,Gmean_K_per_m,Gmean,last_train_persistence,9,3,288198.9244400175,0.24266380075928623,ok
A15-950-8-70000,15,950.0,8.0,0.008,70000.0,14.0,internal_condition_time_split,Gmean_K_per_m,Gmean,independent_ar1,9,3,164021.20315815142,0.13810602742812114,ok
A15-950-8-70000,15,950.0,8.0,0.008,70000.0,14.0,internal_condition_time_split,Umax_m_per_s,Umax,last_train_persistence,9,3,0.09437206948790816,0.15335134462060607,ok
A15-950-8-70000,15,950.0,8.0,0.008,70000.0,14.0,internal_condition_time_split,Umax_m_per_s,Umax,independent_ar1,9,3,0.0790449182780712,0.1284452547151282,ok
