model,state,label,train_rmse,train_relative_rmse,validation_rmse,validation_relative_rmse,all_eigenvalues_stable,case_id,case_index,power_W,scan_speed_mm_s,particle_rate,powder_feed_g_min,coupled_relative_improvement_vs_diagonal
diagonal_attractor,front_length_m,L_f,0.00013940499904141455,0.16948661303332213,8.944652185854006e-05,0.0913589696226407,True,A15-950-8-70000,15,950.0,8.0,70000.0,14.0,0.0786141687091991
diagonal_attractor,rear_length_m,L_r,6.354137130999224e-05,0.053522420257884985,4.1357719368968295e-05,0.025981730976861597,True,A15-950-8-70000,15,950.0,8.0,70000.0,14.0,-4.474151325873408
diagonal_attractor,full_width_m,W,7.551350009113486e-05,0.04830280986240345,4.310375764741315e-05,0.025118251965237558,True,A15-950-8-70000,15,950.0,8.0,70000.0,14.0,-0.10857506508909705
diagonal_attractor,height_span_m,H,4.8948175496130465e-05,0.03470962455134132,7.117745345642654e-05,0.04023044886783608,True,A15-950-8-70000,15,950.0,8.0,70000.0,14.0,-0.07957557726704613
diagonal_attractor,Tmax_K,Tmax,437.328577606131,0.13629982125881937,65.12477644005332,0.01942650757376977,True,A15-950-8-70000,15,950.0,8.0,70000.0,14.0,-3.6199263567753484
diagonal_attractor,Gmean_K_per_m,Gmean,163596.6565318395,0.08674316096111208,92112.59986784775,0.07755890701251884,True,A15-950-8-70000,15,950.0,8.0,70000.0,14.0,0.5078318269700591
diagonal_attractor,Umax_m_per_s,Umax,0.1278050613231227,0.22225637991105424,0.10557891295224313,0.1715620771343041,True,A15-950-8-70000,15,950.0,8.0,70000.0,14.0,0.23248974383449103
coupled_ridge_attractor,front_length_m,L_f,0.00016042754287064827,0.1679451405741717,0.00018526870150832757,0.17831443841032502,True,A1-750-8-60000,1,750.0,8.0,60000.0,12.0,0.012685287145774745
coupled_ridge_attractor,rear_length_m,L_r,3.9466344231726583e-05,0.03686158580268775,9.36755449482381e-05,0.0749104717698825,True,A1-750-8-60000,1,750.0,8.0,60000.0,12.0,-0.847306074374267
coupled_ridge_attractor,full_width_m,W,5.356647067996876e-05,0.03344972920396977,1.694484565799194e-05,0.010326723771888917,True,A1-750-8-60000,1,750.0,8.0,60000.0,12.0,0.03446500378678269
coupled_ridge_attractor,height_span_m,H,7.07409455552303e-05,0.05337292223423487,3.27048131270332e-05,0.02273599066156389,True,A1-750-8-60000,1,750.0,8.0,60000.0,12.0,0.26141768117920783
