case_id,case_index,analysis_role,validation_cohort,source_root,time_points,train_fraction,train_points,validation_points,q_inf_policy,quasi_steady_start_s,q_inf_window_start_s,q_inf_window_end_s,q_inf_points,q_inf_fallback_to_all_training,q_inf_uses_validation_points,time_step_min_s,time_step_max_s,nonuniform_time_spacing,state,label,q_inf_estimate,q0,q_validation_mean
A13-950-10-60000,13,model_construction,,,12,0.7,9,3,training points with t >= quasi_steady_start_s; fallback to all training points if fewer than three,0.2,0.2,0.7,6,False,False,0.04999999999999999,0.10000000000000009,True,Gmean_K_per_m,Gmean,1461924.2116622394,6006076.153846154,1144418.0719384192
A13-950-10-60000,13,model_construction,,,12,0.7,9,3,training points with t >= quasi_steady_start_s; fallback to all training points if fewer than three,0.2,0.2,0.7,6,False,False,0.04999999999999999,0.10000000000000009,True,Umax_m_per_s,Umax,0.6902867613252338,0.6414945856357636,0.4762882033368039
A14-950-8-40000,14,model_construction,,,12,0.7,9,3,training points with t >= quasi_steady_start_s; fallback to all training points if fewer than three,0.2,0.2,0.7,6,False,False,0.04999999999999999,0.10000000000000009,True,front_length_m,L_f,0.0009596166666666668,0.0004886299999999999,0.0009388333333333326
A14-950-8-40000,14,model_construction,,,12,0.7,9,3,training points with t >= quasi_steady_start_s; fallback to all training points if fewer than three,0.2,0.2,0.7,6,False,False,0.04999999999999999,0.10000000000000009,True,rear_length_m,L_r,0.0010839433333333333,0.00068976,0.001198466666666667
A14-950-8-40000,14,model_construction,,,12,0.7,9,3,training points with t >= quasi_steady_start_s; fallback to all training points if fewer than three,0.2,0.2,0.7,6,False,False,0.04999999999999999,0.10000000000000009,True,full_width_m,W,0.00154102,0.00121038,0.0015350066666666665
A14-950-8-40000,14,model_construction,,,12,0.7,9,3,training points with t >= quasi_steady_start_s; fallback to all training points if fewer than three,0.2,0.2,0.7,6,False,False,0.04999999999999999,0.10000000000000009,True,height_span_m,H,0.0014988583333333336,0.00061483,0.0015429133333333333
A14-950-8-40000,14,model_construction,,,12,0.7,9,3,training points with t >= quasi_steady_start_s; fallback to all training points if fewer than three,0.2,0.2,0.7,6,False,False,0.04999999999999999,0.10000000000000009,True,Tmax_K,Tmax,3420.933333333334,3741.6,3689.4
A14-950-8-40000,14,model_construction,,,12,0.7,9,3,training points with t >= quasi_steady_start_s; fallback to all training points if fewer than three,0.2,0.2,0.7,6,False,False,0.04999999999999999,0.10000000000000009,True,Gmean_K_per_m,Gmean,1575492.5219448544,2923553.5361842103,1475015.3807256029
A14-950-8-40000,14,model_construction,,,12,0.7,9,3,training points with t >= quasi_steady_start_s; fallback to all training points if fewer than three,0.2,0.2,0.7,6,False,False,0.04999999999999999,0.10000000000000009,True,Umax_m_per_s,Umax,0.6278071965239372,0.46526393367206104,0.6295589666909399
A15-950-8-70000,15,model_construction,,,12,0.7,9,3,training points with t >= quasi_steady_start_s; fallback to all training points if fewer than three,0.2,0.2,0.7,6,False,False,0.04999999999999999,0.10000000000000009,True,front_length_m,L_f,0.0009668833333333332,0.00015102000000000003,0.0009790666666666663
