case_id,time_s,xi_m_min,xi_m_max,y_m_min,y_m_max,z_m_min,z_m_max,Temperature_mean,Temperature_max,Temperature Gradient At Tgrdout_mean,Temperature Gradient At Tgrdout_max,Velocity_Magnitude_mean,Velocity_Magnitude_max,Pressure_mean,Pressure_max,Heat Absorption Rate_mean,Heat Absorption Rate_max,Melt Region_mean,Melt Region_min,case_index,power_W,scan_speed_mm_s,scan_speed_m_s,particle_rate,powder_feed_g_min,unique_points
A1-750-8-60000,0.9,-0.0012515000000000009,0.001291699999999999,1.5796e-09,0.00082114,-0.00057499,0.00088805,1851.815435222672,2898.8,1177140.532388664,10563000.0,0.13615343095688542,0.9048788361300092,103170.81123481781,105200.0,17183251.477732792,181290000.0,0.891691101214575,0.087663,1,750.0,8.0,0.008,60000.0,12.0,988
A1-750-8-60000,1.0,-0.0012500000000000002,0.0009499999999999995,9.3581e-10,0.00081244,-0.0006,0.00085708,1855.1466310160429,2873.0,1090590.7101604277,8753300.0,0.1050771061946189,0.5521583840031771,103561.97860962567,106720.0,17403705.10160428,158380000.0,0.9034414395721926,0.088591,1,750.0,8.0,0.008,60000.0,12.0,935
A10-550-8-40000,0.05,-0.00065,0.0005831600000000001,0.0,0.00056629,-0.00048636,0.00021059,1891.4728476821194,3107.1,2358009.4701986755,9313600.0,0.09622137921409994,0.38052116545732384,102863.28642384105,106900.0,23473379.470198676,113000000.0,0.7503768543046357,0.12159,10,550.0,8.0,0.008,40000.0,8.0,302
A10-550-8-40000,0.1,-0.0007781740000000001,0.0006147999999999999,1.4901e-11,0.00065555,-0.0005,0.00035062,1907.8584801762115,2764.1,1726392.114537445,5620700.0,0.10583181732780435,0.5573775532843155,103625.07709251101,108250.0,21698542.731277533,103690000.0,0.8453608810572687,0.10046,10,550.0,8.0,0.008,40000.0,8.0,454
A10-550-8-40000,0.15,-0.0007971199999999999,0.0006654,5.3644e-11,0.00068629,-0.00050398,0.00040076,1889.564619883041,2730.0,1633524.580896686,5822900.0,0.09661284251147108,0.396019302938632,103250.9746588694,111810.0,15715964.717348928,112930000.0,0.8662806042884991,0.08304,10,550.0,8.0,0.008,40000.0,8.0,513
A10-550-8-40000,0.2,-0.0008717700000000001,0.00075,1.1921e-11,0.00067502,-0.0005,0.00047144,1860.2326642335765,2783.7,1534039.397810219,6523000.0,0.10092184745488685,0.459517294029289,103414.66240875912,105810.0,19649683.94160584,117790000.0,0.8818356587591241,0.093631,10,550.0,8.0,0.008,40000.0,8.0,548
A10-550-8-40000,0.3,-0.0009036999999999997,0.0007032000000000002,2.6822e-11,0.00068361,-0.00047771,0.00058219,1862.8739830508473,2649.8,1382994.3305084745,8196200.0,0.10505240002558293,0.4375614183506128,103801.7372881356,105500.0,18258240.84745763,107450000.0,0.8977111779661017,0.125,10,550.0,8.0,0.008,40000.0,8.0,590
A10-550-8-40000,0.4,-0.0008980000000000004,0.0008728999999999998,9.8348e-11,0.00067044,-0.00037806,0.00057676,1852.3027240773285,2804.2,1351148.3831282952,5757400.0,0.09563589903414023,0.517344184271941,103449.06854130053,112090.0,18836353.60281195,116640000.0,0.8996703664323374,0.121561,10,550.0,8.0,0.008,40000.0,8.0,569
A10-550-8-40000,0.5,-0.0009499999999999999,0.0010007999999999996,9.5368e-11,0.00067331,-0.0003,0.00066085,1830.2242881072025,2613.1,1244846.6666666667,4872800.0,0.10911757697109917,0.5667470747700071,103720.36348408711,117520.0,18404322.02680067,104340000.0,0.9148822110552763,0.125,10,550.0,8.0,0.008,40000.0,8.0,597
A10-550-8-40000,0.6,-0.0009530999999999997,0.0007121000000000002,2.9802e-11,0.00069169,-0.0003,0.00067911,1852.2106440071557,2565.9,1236110.1788908765,4516500.0,0.09534480343987974,0.36135239227103505,103750.73345259392,106170.0,19095497.94275492,106590000.0,0.9091030411449016,0.125,10,550.0,8.0,0.008,40000.0,8.0,559
A10-550-8-40000,0.7,-0.0009500000000000003,0.0007499999999999998,1.7881e-10,0.00069108,-0.0003,0.00066722,1848.6714408233274,2645.0,1225626.7324185248,4203200.0,0.09974094591311647,0.41639365473071277,103800.87478559176,109300.0,19556856.706689537,107470000.0,0.9081307289879931,0.098235,10,550.0,8.0,0.008,40000.0,8.0,583
A10-550-8-40000,0.8,-0.0009976000000000004,0.0006137999999999994,8.5236e-10,0.00070396,-0.0003,0.00069818,1835.3518932874354,2540.1,1166729.3115318418,6027300.0,0.10293415488007014,0.40885876932750265,104278.0808950086,106945.0,20430876.419965576,110820000.0,0.9030364027538725,0.10441,10,550.0,8.0,0.008,40000.0,8.0,581
A10-550-8-40000,0.9,-0.0009500000000000003,0.0007022999999999986,1.6093e-10,0.00069882,-0.0003,0.00067473,1846.9674028268553,2593.9,1256371.8197879859,6097700.0,0.10445207416327695,0.40202704320605104,103919.67314487633,108600.0,20551811.37809187,106130000.0,0.9036689929328622,0.125,10,550.0,8.0,0.008,40000.0,8.0,566
A10-550-8-40000,1.0,-0.0009500000000000003,0.0007500000000000007,4.1723e-11,0.00070257,-0.0004,0.00062681,1855.2290294627383,2589.6,1268735.389948007,4253600.0,0.09651012839629275,0.4491352363152996,103914.58405545927,105250.0,19042169.93067591,100110000.0,0.9000442972270365,0.10484950000000001,10,550.0,8.0,0.008,40000.0,8.0,577
A11-550-8-70000,0.05,-0.00079189,0.00057701,8.9407e-11,0.00059935,-0.0006,0.00030057,2033.834624145786,3499.9,2650313.6826119972,13028000.0,0.112168919993008,0.46543648335514054,102851.79043280182,106180.0,19514456.2642369,166090000.0,0.7858297881548976,0.088387,11,550.0,8.0,0.008,70000.0,14.0,439
A11-550-8-70000,0.1,-0.00096481,0.0007597,2.0266e-10,0.0007553,-0.00069998,0.00045399,1905.4403571428572,2914.2,1791309.657142857,11698000.0,0.10272282506632868,0.7179225455437376,103741.10714285714,116210.0,15331145.285714285,103750000.0,0.8651377685714287,0.125,11,550.0,8.0,0.008,70000.0,14.0,700
A11-550-8-70000,0.15,-0.00105,0.0008500000000000003,2.3842e-10,0.00076296,-0.0006,0.00059207,1873.3037809647979,2704.5,1475100.7561929596,6925900.0,0.09113030791890003,0.6089979804564215,103886.34941329857,114670.0,12201614.524119947,102100000.0,0.9071674902216428,0.10501,11,550.0,8.0,0.008,70000.0,14.0,767
A11-550-8-70000,0.2,-0.00109014,0.0008564999999999998,1.5795e-10,0.0007783,-0.00049328,0.00071248,1838.0560209424084,2654.2,1148809.2303664922,5479400.0,0.10074817618349124,0.41884263178430153,104161.75654450261,116190.0,14614680.510471204,104740000.0,0.9255022709424084,0.125,11,550.0,8.0,0.008,70000.0,14.0,764
A11-550-8-70000,0.3,-0.0012499999999999998,0.0005159000000000001,1.846e-08,0.00077622,-9.9159e-05,0.0010586,1763.8475308641976,2246.3,767940.6643518518,3406700.0,0.11415637401410333,0.7561179145715303,105161.08024691358,111280.0,18152465.200617284,104220000.0,0.9890822530864197,0.39018,11,550.0,8.0,0.008,70000.0,14.0,648
A11-550-8-70000,0.4,-0.0012500000000000002,0.00065,1.1918e-08,0.00077872,-9.9812e-05,0.0010296,1799.5425261584453,2421.2,887080.8325859492,5015300.0,0.10490723930935868,0.8044921919751614,104279.31240657698,106770.0,21537439.91180867,145960000.0,0.9422712406576981,0.125,11,550.0,8.0,0.008,70000.0,14.0,669
A11-550-8-70000,0.5,-0.0012753,0.0007063,1.3858e-09,0.00069379,-0.00019754,0.00098108,1814.2038354253834,2644.7,1034368.4616457461,4107200.0,0.09332478506237409,0.3932758902615313,103579.56066945607,109980.0,19115690.641562063,167130000.0,0.9289859344490934,0.10147,11,550.0,8.0,0.008,70000.0,14.0,717
A11-550-8-70000,0.6,-0.0011961999999999997,0.0007500000000000007,1.6213e-09,0.00077427,-0.00029983,0.00090467,1802.6544568245124,2501.9,950429.2409470752,7235700.0,0.10351037232071479,0.5067717556257452,103853.90668523677,106540.0,18242287.98050139,130650000.0,0.9185081476323119,0.125,11,550.0,8.0,0.008,70000.0,14.0,718
A11-550-8-70000,0.7,-0.0012500000000000002,0.0004578999999999998,2.5876e-08,0.00075657,-0.00018902,0.0010661,1766.706617647059,2533.4,845117.9007352941,4254300.0,0.10990627527527405,0.795258689169757,105274.7794117647,113940.0,18344426.614705883,176140000.0,0.975590705882353,0.25,11,550.0,8.0,0.008,70000.0,14.0,680
A11-550-8-70000,0.8,-0.0012113000000000002,0.0008920999999999998,9.2464e-09,0.00071125,-0.00019996,0.00098364,1807.6009615384614,2541.2,906844.348901099,3521200.0,0.11524854325176238,0.8446600170222336,103706.08516483517,114210.0,18601824.587912086,137360000.0,0.9371794354395604,0.11519,11,550.0,8.0,0.008,70000.0,14.0,728
A11-550-8-70000,0.9,-0.0011500000000000008,0.0007714999999999987,1.5669e-08,0.00075,-0.00019994,0.00096564,1828.0280281690139,2695.2,1000498.352112676,7527800.0,0.10073340880054628,0.7275641559230361,103957.00704225352,112960.0,18576983.366197184,112470000.0,0.9269285014084507,0.073316,11,550.0,8.0,0.008,70000.0,14.0,710
A11-550-8-70000,1.0,-0.0010963000000000006,0.0006856999999999992,1.1676e-08,0.00076929,-0.00029993,0.00095,1799.1878321678323,2356.9,878232.7538461538,5470000.0,0.12024113260261299,1.7709100052009983,103903.61678321678,107490.0,18025633.25874126,116490000.0,0.9282833216783217,0.125,11,550.0,8.0,0.008,70000.0,14.0,715
A12-950-6-60000,0.05,-0.00047479,0.00015016999999999998,2.5579e-05,0.00037499,-9.9967e-05,7.5663e-07,1641.3070048309178,2106.1,5351820.845410627,21636000.0,0.024859368560900888,0.11349342413549782,101104.95169082125,103770.0,93652427.53623189,178370000.0,0.6352515217391305,0.13052,12,950.0,6.0,0.006,60000.0,12.0,69
A12-950-6-60000,0.1,-0.00070076,0.0005554,0.0,0.00060034,-0.00069868,0.00010261,1791.7685359116022,2591.4,2440123.2044198895,28309000.0,0.07317351684875284,0.2535069383053647,101779.79281767955,103870.0,44292226.51933701,190460000.0,0.6966454419889503,0.125,12,950.0,6.0,0.006,60000.0,12.0,362
A12-950-6-60000,0.15,-0.0008938533999999999,0.0007700000000000001,1.1921e-11,0.00075,-0.001,0.00029678,2013.9298666666666,4022.6,2295311.986666667,10266000.0,0.1300168352079015,0.5892273584992468,102391.044,107360.0,19433025.2,293430000.0,0.79663708,0.10455,12,950.0,6.0,0.006,60000.0,12.0,750
A12-950-6-60000,0.2,-0.0009654100000000001,0.0009053999999999998,0.0,0.00078639,-0.0011,0.00039954,1977.166944734098,4111.5,1995115.2502606881,23332000.0,0.1239980362053845,0.7984951435043297,102736.15328467153,109550.0,22295934.41084463,490020000.0,0.8355016371220021,0.064823,12,950.0,6.0,0.006,60000.0,12.0,959
A12-950-6-60000,0.3,-0.0010193,0.00115,2.0862e-11,0.00085446,-0.0011,0.00055724,1919.7178571428572,3568.6,1480938.0462184874,7878900.0,0.11345991909021642,0.782243046268869,103159.5756302521,106050.0,15187256.890756303,172260000.0,0.8822210924369749,0.074089,12,950.0,6.0,0.006,60000.0,12.0,1190
A12-950-6-60000,0.4,-0.0011097000000000001,0.0010701999999999999,6.8545e-11,0.00087996,-0.001,0.00075,1893.7833869670153,3097.7,1209175.7594529365,4138800.0,0.11016871733261636,0.5263429838650839,103570.3161705551,106460.0,15502329.975864843,213700000.0,0.9041820651649235,0.088497,12,950.0,6.0,0.006,60000.0,12.0,1243
A12-950-6-60000,0.5,-0.001182,0.00115,2.1458e-10,0.00085,-0.00075,0.00086203,1859.9975021910604,2770.1,1095489.0210341807,3956100.0,0.1156391280199078,0.5278759464892122,103556.68624014023,107030.0,18472268.133216478,212170000.0,0.9305364566170027,0.073542,12,950.0,6.0,0.006,60000.0,12.0,1141
A12-950-6-60000,0.6,-0.0012499999999999998,0.0007914000000000003,1.5407e-08,0.00088299,-0.0004096,0.001106,1770.3214743589742,2287.6,751623.9412393162,4544600.0,0.11016105842230606,0.6198657966535982,104412.43055555556,109540.0,23181648.269230768,221360000.0,0.9854438675213675,0.37393,12,950.0,6.0,0.006,60000.0,12.0,936
A12-950-6-60000,0.7,-0.0013693,0.0007559000000000003,3.0867e-08,0.00086908,-0.00029987,0.0011714,1839.5875667022412,2846.5,1014825.029882604,3767500.0,0.10540729900568338,0.6155065324465777,104059.86125933831,108770.0,26338456.179295626,200840000.0,0.9478343415154749,0.125,12,950.0,6.0,0.006,60000.0,12.0,937
A12-950-6-60000,0.8,-0.0012734000000000005,0.0008712999999999993,2.414e-10,0.00086626,-0.0006667,0.0010236,1887.1096880907373,3339.7,1268500.4007561437,11889000.0,0.10522729837471363,0.5050801474380081,103166.37996219282,114330.0,20124991.79584121,199740000.0,0.8843414593572779,0.083914,12,950.0,6.0,0.006,60000.0,12.0,1058
A12-950-6-60000,0.9,-0.0012839000000000001,0.0009499999999999995,7.4507e-10,0.00087487,-0.00080915,0.00098063,1893.934437919463,3130.0,1226022.5788590603,5162800.0,0.10878940589191222,0.4938726984446498,103364.3582214765,110590.0,17619159.169463087,183460000.0,0.8949977877516779,0.09768099999999999,12,950.0,6.0,0.006,60000.0,12.0,1192
A12-950-6-60000,1.0,-0.0012713000000000004,0.0009851999999999994,8.5832e-10,0.00088036,-0.00079999,0.0009995,1865.491324013158,2820.2,1039738.2409539474,5810700.0,0.10936452371052695,0.5567163617220173,103704.71217105263,105980.0,17916743.20723684,188830000.0,0.915698296875,0.077881,12,950.0,6.0,0.006,60000.0,12.0,1216
A13-950-10-60000,0.05,-0.000592541,0.00045,0.0,0.00049064,-0.00038882,8.8087e-05,2341.3310096153846,4882.3,6006076.153846154,14927000.0,0.13166620744909763,0.6414945856357636,101427.96634615384,111160.0,57908194.711538464,278880000.0,0.6606015697115384,0.062556,13,950.0,10.0,0.01,60000.0,12.0,208
A13-950-10-60000,0.1,-0.000904462,0.00065,0.0,0.00068895,-0.0009,0.0002151,1947.2000811688313,3151.2,2120456.1931818184,12736000.0,0.10183726738718726,0.4409295011631678,102348.15746753247,104220.0,27818346.59090909,203520000.0,0.7871045673701298,0.11174,13,950.0,10.0,0.01,60000.0,12.0,616
A13-950-10-60000,0.15,-0.0010500000000000002,0.0008500000000000001,1.1921e-11,0.00076492,-0.0011,0.00029922,1934.473869900772,3367.7,1681171.9955898568,7183000.0,0.10872151582634643,0.44110644419346223,102566.18302094819,106200.0,14894566.824696803,175070000.0,0.8288796097023153,0.063574,13,950.0,10.0,0.01,60000.0,12.0,907
A13-950-10-60000,0.2,-0.0011557,0.000905,5.9605e-12,0.00075,-0.0010681,0.00040502,1964.7646294513954,3755.2,1787916.6265640038,11591000.0,0.1178838921883041,0.738015608845775,102810.26371511069,112030.0,17094843.984600578,172710000.0,0.8562509836381136,0.125,13,950.0,10.0,0.01,60000.0,12.0,1039
A13-950-10-60000,0.3,-0.0012545,0.0009782999999999997,8.9407e-12,0.00080318,-0.00105,0.00049406,1930.19863740677,3206.5,1545914.0992541595,12878000.0,0.11111366790118343,0.4429878983865022,102974.81353987378,104960.0,15338820.223752152,181900000.0,0.8724275929432014,0.078806,13,950.0,10.0,0.01,60000.0,12.0,1162
A13-950-10-60000,0.4,-0.0014196,0.0009500000000000003,4.4704e-11,0.00078997,-0.0011,0.00061006,1898.629186228482,3208.1,1405941.9248826292,13164000.0,0.11832361009933273,0.5965075471953393,103113.5054773083,112610.0,15665344.921752738,185070000.0,0.8906164788732395,0.11612,13,950.0,10.0,0.01,60000.0,12.0,1278
A13-950-10-60000,0.5,-0.0014903,0.0008926999999999997,2.3842e-11,0.00080196,-0.001,0.00066985,1903.1636755485895,3291.1,1341847.5862068965,7543600.0,0.11820760028340085,0.5537230002456102,103264.74137931035,106100.0,14596511.622257054,186250000.0,0.8916490595611286,0.06814,13,950.0,10.0,0.01,60000.0,12.0,1276
A13-950-10-60000,0.6,-0.0015500000000000002,0.0008988,2.3842e-11,0.00080716,-0.001,0.00065588,1906.9497172963247,3484.3,1338299.2958108457,9597200.0,0.11758986951299435,1.1371909762656403,103043.24338216397,104770.0,15549937.938833205,258130000.0,0.8852632108712414,0.071385,13,950.0,10.0,0.01,60000.0,12.0,1297
A13-950-10-60000,0.7,-0.0015499999999999993,0.0009014000000000001,6.5565e-11,0.00077628,-0.001,0.00066673,1909.692431372549,3383.3,1351625.737254902,9550300.0,0.11818894581360483,0.6732955370125365,103157.41725490196,106270.0,14835688.752941176,184270000.0,0.8882283074509804,0.073097,13,950.0,10.0,0.01,60000.0,12.0,1275
A13-950-10-60000,0.8,-0.0015500000000000002,0.0009537,4.1723e-11,0.00085,-0.001,0.00063695,1901.8749215070643,3264.7,1345417.4128728413,9229700.0,0.11200796077573087,0.5931862755737021,103108.62637362638,106490.0,14914396.813186813,198990000.0,0.8807462786499215,0.073429,13,950.0,10.0,0.01,60000.0,12.0,1274
A13-950-10-60000,0.9,-0.001486900000000001,0.0007999999999999986,3.5763e-11,0.00085,-0.001,0.00063095,1882.6957212713935,3378.7,1410636.401792991,8278600.0,0.10726039517223257,0.6424285136114368,102944.64955175224,105870.0,15216800.87204564,205080000.0,0.8945088736756317,0.091278,13,950.0,10.0,0.01,60000.0,12.0,1227
A13-950-10-60000,1.0,-0.0015823,-0.00030460000000000036,7.4506e-11,0.00065,-0.0001107,0.00088228,1719.8962068965516,2027.2,677200.4011494253,3007800.0,0.051868463202561804,0.19324982082527267,103681.55172413793,104960.0,13532606.0,148310000.0,0.9990077931034483,0.86829,13,950.0,10.0,0.01,60000.0,12.0,435
A14-950-8-40000,0.05,-0.00068976,0.0004886299999999999,0.0,0.00060519,-0.0005,0.00011483,1907.079769736842,3741.6,2923553.5361842103,21492000.0,0.08854624287855212,0.46526393367206104,102155.36184210527,103490.0,39146580.921052635,187160000.0,0.7433665789473685,0.125,14,950.0,8.0,0.008,40000.0,8.0,304
A14-950-8-40000,0.1,-0.000895718,0.0007794999999999999,0.0,0.00069449,-0.0009,0.00022397,1905.7100519930675,3473.9,2073624.8440207972,13684000.0,0.0997255832229829,0.4827857031046487,102435.25129982669,104200.0,27297281.71577123,178480000.0,0.7687111152512999,0.064406,14,950.0,8.0,0.008,40000.0,8.0,577
A14-950-8-40000,0.15,-0.0009658499999999999,0.0007784000000000001,0.0,0.00075628,-0.0010996,0.00030177,1918.049699519231,3451.7,1684985.7391826923,13712000.0,0.10579139559489194,0.4774926566189265,102539.85817307692,104100.0,17053141.947115384,212510000.0,0.8198003888221154,0.076406,14,950.0,8.0,0.008,40000.0,8.0,832
A14-950-8-40000,0.2,-0.00097976,0.0009860000000000001,0.0,0.00075,-0.001,0.00031399,1910.109382422803,3710.4,1697609.6377672208,13235000.0,0.10376866519822071,0.4474891021477507,102378.27790973871,103320.0,20001184.560570072,203680000.0,0.8647267802850357,0.087161,14,950.0,8.0,0.008,40000.0,8.0,842
A14-950-8-40000,0.3,-0.0010734999999999998,0.0008000000000000004,0.0,0.00078372,-0.0011,0.00046488,1919.9185185185186,3267.5,1551044.5576131686,10461000.0,0.1126736124229508,0.5687337205837192,103011.65637860082,106530.0,19230583.02469136,186080000.0,0.8562269053497943,0.069805,14,950.0,8.0,0.008,40000.0,8.0,972
A14-950-8-40000,0.4,-0.0010657000000000002,0.0010513000000000002,2.0862e-11,0.0007561,-0.001,0.00043237,1904.3141692150866,3310.8,1526992.5433231397,13553000.0,0.10326288871097968,0.5094929803245576,102612.47706422018,105020.0,18238593.67991845,217840000.0,0.8705627940876657,0.089997,14,950.0,8.0,0.008,40000.0,8.0,981
A14-950-8-40000,0.5,-0.0010847,0.0008780999999999997,2.9802e-12,0.00079216,-0.001,0.00050976,1926.184111675127,3344.1,1558831.2994923857,7389700.0,0.12131140120438651,0.7975840493396292,103010.62436548223,107260.0,19357937.766497463,181560000.0,0.8697011969543147,0.070056,14,950.0,8.0,0.008,40000.0,8.0,985
A14-950-8-40000,0.6,-0.0011499999999999995,0.0008923000000000004,1.1921e-11,0.00079108,-0.001,0.0005357,1922.9060830860535,3374.8,1601481.0830860534,8559600.0,0.11543500955031388,0.6475789905494155,102983.54599406528,106310.0,18472100.098911967,171730000.0,0.881099540553907,0.080335,14,950.0,8.0,0.008,40000.0,8.0,1011
A14-950-8-40000,0.7,-0.00115,0.00115,2.9802e-11,0.00075,-0.0011,0.00053645,1907.9779508970726,3518.0,1516996.0103871578,10034000.0,0.11749010836557054,0.7959643361985511,102803.73843248347,105430.0,18018988.68744098,167970000.0,0.8676700802644004,0.094967,14,950.0,8.0,0.008,40000.0,8.0,1059
A14-950-8-40000,0.8,-0.0011623000000000007,0.0009670999999999994,5.9605e-12,0.00076623,-0.001,0.0005703,1910.0484565014033,3142.6,1515283.0449017773,9057600.0,0.111048047328411,0.7078367928482102,103139.73339569691,105750.0,17971844.23760524,184460000.0,0.8829091309635173,0.094516,14,950.0,8.0,0.008,40000.0,8.0,1069
A14-950-8-40000,0.9,-0.0011831000000000003,0.0009499999999999986,2.0862e-11,0.00076331,-0.00096609,0.00058681,1917.2948669201521,4636.4,1531771.8092522179,17988000.0,0.11520946215894717,0.6486434174960846,103213.16698352345,117450.0,18289369.372623574,163360000.0,0.8881481245247148,0.068587,14,950.0,8.0,0.008,40000.0,8.0,1052
A14-950-8-40000,1.0,-0.0012500000000000002,0.0008993999999999999,1.4901e-11,0.00077297,-0.0009,0.00060554,1895.5893060836502,3289.2,1377991.2880228136,8199500.0,0.11600164874428687,0.5321966897285251,103486.81558935362,108700.0,17927314.391634982,190220000.0,0.8881485598859316,0.12359,14,950.0,8.0,0.008,40000.0,8.0,1052
A15-950-8-70000,0.05,-0.000475022,0.00015102000000000003,2.4657e-05,0.00037501,-0.0001,3.9119e-06,1826.776,2508.0,5093037.2,25371000.0,0.015379045229551585,0.06642598262163685,101321.33333333333,104100.0,94556266.66666667,178260000.0,0.6623737333333334,0.125,15,950.0,8.0,0.008,70000.0,14.0,75
A15-950-8-70000,0.1,-0.000857053,0.0006499999999999999,1.7881e-11,0.00075,-0.000875,0.00021066,2026.3759005145796,4199.4,2700616.312178388,14035000.0,0.10747518656745407,0.44012727776446664,102209.16723842196,108020.0,29435008.83361921,189270000.0,0.7727021226415095,0.069334,15,950.0,8.0,0.008,70000.0,14.0,583
A15-950-8-70000,0.15,-0.00099779,0.0008003000000000001,5.9605e-12,0.00075221,-0.001077,0.00033033,1961.814873537184,3823.2,1974939.1053227633,10857000.0,0.11613578222527866,0.6463413021894856,102769.75651189128,105240.0,15054766.194790486,177180000.0,0.840812178369196,0.10691,15,950.0,8.0,0.008,70000.0,14.0,883
A15-950-8-70000,0.2,-0.0010725600000000002,0.0011883,3.2783e-11,0.0007704,-0.0011,0.00040649,1940.5021266968326,3132.1,1644493.6515837105,8294700.0,0.11901303244171786,0.5249242262460364,102617.55656108598,104850.0,16426659.628959276,198040000.0,0.8504255773755657,0.066966,15,950.0,8.0,0.008,70000.0,14.0,1105
A15-950-8-70000,0.3,-0.0012499999999999998,0.0009832,3.3975e-10,0.00085768,-0.0011,0.00061667,1928.7903501945525,3470.3,1490356.9571984436,11082000.0,0.11645139848392208,0.5427711675282687,103350.25836575875,106600.0,14156013.385214008,197080000.0,0.888850211154345,0.078658,15,950.0,8.0,0.008,70000.0,14.0,1285
A15-950-8-70000,0.4,-0.0013583000000000002,0.0010706999999999995,5.6029e-10,0.0008747,-0.00099999,0.00078907,1885.639882697947,3069.8,1177619.1546920822,5082000.0,0.11200288086264426,0.7205228131634694,103609.91348973606,108140.0,14767069.816715542,179680000.0,0.9124011913489737,0.12453,15,950.0,8.0,0.008,70000.0,14.0,1364
A15-950-8-70000,0.5,-0.0014608,0.0010054,2.3932e-09,0.00087441,-0.00079996,0.00091479,1855.535069984448,2791.6,982925.3229652669,3319600.0,0.11902094925539201,0.5588888105419538,103513.72006220839,109100.0,17678483.91912908,182550000.0,0.9176301430793158,0.085805,15,950.0,8.0,0.008,70000.0,14.0,1286
A15-950-8-70000,0.6,-0.0015499999999999997,0.0008759000000000006,2.4469e-09,0.00089001,-0.00065,0.00099832,1864.1788263283108,2981.8,1007140.4908802537,5551600.0,0.12116722889526864,0.9920120459954103,103766.3973037272,106070.0,18371051.34179223,208560000.0,0.9242952430610627,0.086134,15,950.0,8.0,0.008,70000.0,14.0,1261
A15-950-8-70000,0.7,-0.0016632,0.0006778000000000001,3.1873e-08,0.00089059,-0.00060898,0.0011108,1809.9172992056488,2901.0,902773.7528684908,7414200.0,0.10996789063300447,0.6832958627856603,104056.81376875551,107400.0,20910301.37864078,190250000.0,0.9302858075904676,0.125,15,950.0,8.0,0.008,70000.0,14.0,1133
A15-950-8-70000,0.8,-0.0015647000000000005,0.0010864999999999998,1.9074e-09,0.00087977,-0.00080558,0.00091113,1893.2567990832697,3307.7,1247366.1497326202,6297800.0,0.12275839681918427,0.6386239838817518,102884.6256684492,105470.0,15985206.92131398,203590000.0,0.8874440473644003,0.081168,15,950.0,8.0,0.008,70000.0,14.0,1309
A15-950-8-70000,0.9,-0.0016500000000000004,0.0008750999999999993,2.1339e-09,0.00083035,-0.00089997,0.00091382,1887.8631147540982,3364.3,1144221.5842026826,6654300.0,0.11747899768709615,0.5260716540253808,103431.31520119225,106970.0,15899702.123695977,202560000.0,0.9013599515648286,0.1101,15,950.0,8.0,0.008,70000.0,14.0,1342
A15-950-8-70000,1.0,-0.0015607,0.0009756000000000001,5.0068e-10,0.00086393,-0.00087499,0.00090224,1885.723590504451,3385.1,1171353.1357566766,6412100.0,0.11590913505924486,0.6814975543609822,103301.52818991098,107680.0,15894260.137240356,215680000.0,0.9050952106824925,0.082564,15,950.0,8.0,0.008,70000.0,14.0,1348
A2-550-8-60000,0.05,-0.0006763299999999999,0.00075,2.0862e-11,0.00065,-0.000575,0.00026375,2003.9191037735848,4269.9,2677022.4764150945,13552000.0,0.10176264719193695,0.562152873869733,102678.32311320755,113070.0,19287232.193396226,102220000.0,0.7708938207547169,0.12361,2,550.0,8.0,0.008,60000.0,12.0,424
A2-550-8-60000,0.1,-0.0008500000000000001,0.0011870000000000001,0.0,0.00065251,-0.00059999,0.00038068,1916.1341653666148,3481.8,1879154.6801872074,10830000.0,0.11243331314214354,0.5052027261812826,102675.95943837754,104930.0,16805009.797191888,133540000.0,0.8491332449297971,0.11819,2,550.0,8.0,0.008,60000.0,12.0,641
A2-550-8-60000,0.15,-0.0009645499999999999,0.0009599000000000003,3.2783e-11,0.00069584,-0.00056581,0.0005572,1872.038796680498,2853.5,1414423.8312586446,7607200.0,0.10459247092462241,0.4704857214624053,104063.29875518673,105990.0,12283601.02351314,108450000.0,0.9034065338865837,0.069711,2,550.0,8.0,0.008,60000.0,12.0,723
A2-550-8-60000,0.2,-0.00099052,0.0008707000000000001,5.5731e-10,0.00070691,-0.00040002,0.00069868,1852.3324305555557,2487.8,1083672.6805555555,5082900.0,0.10437722268935914,0.4258421436976383,104324.88194444444,107420.0,16233120.361111112,111910000.0,0.9209441944444445,0.125,2,550.0,8.0,0.008,60000.0,12.0,720
A2-550-8-60000,0.3,-0.0012526999999999998,0.0007050000000000003,1.3626e-08,0.00069842,-0.00017485,0.00090123,1800.7379509379507,2575.3,972914.5238095238,3354000.0,0.11219651691465173,0.42425212869614454,104335.67676767676,107810.0,19057328.177489176,122140000.0,0.9684993261183261,0.065943,2,550.0,8.0,0.008,60000.0,12.0,693
A2-550-8-60000,0.4,-0.0012361,0.00065,9.6578e-09,0.00072221,-0.00020117,0.00095108,1827.4095481049562,2581.3,1000998.2055393585,5128800.0,0.12138165652130163,0.7822958993245458,104174.04518950437,106920.0,20110440.79154519,135870000.0,0.9258318221574344,0.125,2,550.0,8.0,0.008,60000.0,12.0,686
